Year,Species,Chamber,Delta_AirT,Feb15_Mar15_AirT,Feb15_AirT_GDD,Budburst_Date,Budburst_JD
2011,QUAL,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,QUAL,4,1.408237068,11.35308405,266.01375,21-Mar,80
2011,QUAL,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,QUAL,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,QUAL,4,1.408237068,11.35308405,368.71175,4-Apr,94
2011,QURU,4,1.408237068,11.35308405,387.5695,6-Apr,96
2011,VAPA,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,VAPA,4,1.408237068,11.35308405,311.34875,24-Mar,83
2011,VAPA,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,VAPA,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,VAPA,4,1.408237068,11.35308405,311.34875,24-Mar,83
2011,VAPA,4,1.408237068,11.35308405,311.34875,24-Mar,83
2011,VAPA,4,1.408237068,11.35308405,311.34875,24-Mar,83
2011,VAPA,4,1.408237068,11.35308405,251.40125,20-Mar,79
2011,VAPA,4,1.408237068,11.35308405,164.63025,11-Mar,70
2011,VAPA,4,1.408237068,11.35308405,311.34875,24-Mar,83
2011,VAST,4,1.408237068,11.35308405,343.8345,2-Apr,92
2011,VAST,4,1.408237068,11.35308405,343.8345,2-Apr,92
2011,ACRU,5,-0.115786637,9.829060345,164.7175,16-Mar,75
2011,ACRU,5,-0.115786637,9.829060345,204.22525,20-Mar,79
2011,ACRU,5,-0.115786637,9.829060345,329.921,7-Apr,97
2011,ACRU,5,-0.115786637,9.829060345,329.921,7-Apr,97
2011,ACRU,5,-0.115786637,9.829060345,218.00525,21-Mar,80
2011,CATO,5,-0.115786637,9.829060345,302.026,4-Apr,94
2011,CATO,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,QUAL,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,QUAL,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,QUAL,5,-0.115786637,9.829060345,250.29025,23-Mar,82
2011,QUAL,5,-0.115786637,9.829060345,164.7175,16-Mar,75
2011,QUAL,5,-0.115786637,9.829060345,218.00525,21-Mar,80
2011,QUAL,5,-0.115786637,9.829060345,235.61275,22-Mar,81
2011,QUAL,5,-0.115786637,9.829060345,218.00525,21-Mar,80
2011,QUAL,5,-0.115786637,9.829060345,164.7175,16-Mar,75
2011,QUAL,5,-0.115786637,9.829060345,218.00525,21-Mar,80
2011,QUAL,5,-0.115786637,9.829060345,204.22525,20-Mar,79
2011,QURU,5,-0.115786637,9.829060345,317.72475,6-Apr,96
2011,VAPA,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAPA,5,-0.115786637,9.829060345,280.148,2-Apr,92
2011,VAPA,5,-0.115786637,9.829060345,185.0995,18-Mar,77
2011,VAPA,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAPA,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAPA,5,-0.115786637,9.829060345,270.7875,29-Mar,88
2011,VAPA,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAPA,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAPA,5,-0.115786637,9.829060345,270.7875,29-Mar,88
2011,VAPA,5,-0.115786637,9.829060345,204.22525,20-Mar,79
2011,VAST,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAST,5,-0.115786637,9.829060345,272.951,31-Mar,90
2011,VAST,5,-0.115786637,9.829060345,270.7875,29-Mar,88
2011,VAST,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAST,5,-0.115786637,9.829060345,260.16775,24-Mar,83
2011,VAST,5,-0.115786637,9.829060345,235.61275,22-Mar,81
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,184.27375,13-Mar,72
2011,ACRU,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,ACRU,6,1.230342678,11.17518966,285.996,22-Mar,81
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,6,1.230342678,11.17518966,184.27375,13-Mar,72
2011,CATO,6,1.230342678,11.17518966,494.4155,14-Apr,104
2011,CATO,6,1.230342678,11.17518966,437.18375,10-Apr,100
2011,CATO,6,1.230342678,11.17518966,437.18375,10-Apr,100
2011,CATO,6,1.230342678,11.17518966,319.77375,25-Mar,84
2011,CATO,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,CATO,6,1.230342678,11.17518966,416.32125,8-Apr,98
2011,CATO,6,1.230342678,11.17518966,470.84875,12-Apr,102
2011,CATO,6,1.230342678,11.17518966,494.4155,14-Apr,104
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QUAL,6,1.230342678,11.17518966,285.996,22-Mar,81
2011,QUAL,6,1.230342678,11.17518966,267.6735,21-Mar,80
2011,QUAL,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,QURU,6,1.230342678,11.17518966,323.10925,28-Mar,87
2011,VAPA,6,1.230342678,11.17518966,322.34,26-Mar,85
2011,VAPA,6,1.230342678,11.17518966,206.6185,16-Mar,75
2011,VAPA,6,1.230342678,11.17518966,164.2715,11-Mar,70
2011,VAPA,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAPA,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,VAPA,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAPA,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAPA,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAPA,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAST,6,1.230342678,11.17518966,312.9085,24-Mar,83
2011,VAST,6,1.230342678,11.17518966,253.146,20-Mar,79
2011,ACRU,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,ACRU,7,2.157337648,12.10218463,311.16475,22-Mar,81
2011,CATO,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,CATO,7,2.157337648,12.10218463,421.207,6-Apr,96
2011,CATO,7,2.157337648,12.10218463,374.605,2-Apr,92
2011,QUAL,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,QUAL,7,2.157337648,12.10218463,183.2905,11-Mar,70
2011,QUAL,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,QUAL,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,QUAL,7,2.157337648,12.10218463,204.7015,13-Mar,72
2011,QUAL,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,QUAL,7,2.157337648,12.10218463,183.2905,11-Mar,70
2011,QUAL,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,QUAL,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,QUAL,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,QURU,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,276.65225,20-Mar,79
2011,VAPA,7,2.157337648,12.10218463,339.09975,24-Mar,83
2011,ACRU,8,3.970005028,13.91485201,377.7245,22-Mar,81
2011,ACRU,8,3.970005028,13.91485201,410.317,24-Mar,83
2011,ACRU,8,3.970005028,13.91485201,410.317,24-Mar,83
2011,ACRU,8,3.970005028,13.91485201,410.317,24-Mar,83
2011,ACRU,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,ACRU,8,3.970005028,13.91485201,356.4795,21-Mar,80
2011,ACRU,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,ACRU,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,ACRU,8,3.970005028,13.91485201,377.7245,22-Mar,81
2011,ACRU,8,3.970005028,13.91485201,356.4795,21-Mar,80
2011,CATO,8,3.970005028,13.91485201,396.4895,23-Mar,82
2011,CATO,8,3.970005028,13.91485201,410.317,24-Mar,83
2011,CATO,8,3.970005028,13.91485201,466.84125,2-Apr,92
2011,CATO,8,3.970005028,13.91485201,440.1065,29-Mar,88
2011,CATO,8,3.970005028,13.91485201,511.2525,5-Apr,95
2011,CATO,8,3.970005028,13.91485201,521.70925,6-Apr,96
2011,QUAL,8,3.970005028,13.91485201,203.7935,8-Mar,67
2011,QUAL,8,3.970005028,13.91485201,252.578,13-Mar,72
2011,QUAL,8,3.970005028,13.91485201,252.578,13-Mar,72
2011,QUAL,8,3.970005028,13.91485201,211.8,9-Mar,68
2011,QUAL,8,3.970005028,13.91485201,270.7105,15-Mar,74
2011,QUAL,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,QUAL,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,QUAL,8,3.970005028,13.91485201,339.4345,20-Mar,79
2011,QUAL,8,3.970005028,13.91485201,311.9845,18-Mar,77
2011,QUAL,8,3.970005028,13.91485201,282.918,16-Mar,75
2011,QURU,8,3.970005028,13.91485201,356.4795,21-Mar,80
2011,VAPA,8,3.970005028,13.91485201,311.9845,18-Mar,77
2011,ACRU,9,5.033038798,14.97788578,414.1535,22-Mar,81
2011,ACRU,9,5.033038798,14.97788578,392.031,21-Mar,80
2011,CATO,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,CATO,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,QUAL,9,5.033038798,14.97788578,392.031,21-Mar,80
2011,QUAL,9,5.033038798,14.97788578,392.031,21-Mar,80
2011,QUAL,9,5.033038798,14.97788578,374.0785,20-Mar,79
2011,QUAL,9,5.033038798,14.97788578,281.94975,13-Mar,72
2011,QUAL,9,5.033038798,14.97788578,374.0785,20-Mar,79
2011,QUAL,9,5.033038798,14.97788578,345.191,18-Mar,77
2011,QUAL,9,5.033038798,14.97788578,374.0785,20-Mar,79
2011,QUAL,9,5.033038798,14.97788578,314.78725,16-Mar,75
2011,QUAL,9,5.033038798,14.97788578,236.8585,9-Mar,68
2011,QUAL,9,5.033038798,14.97788578,345.191,18-Mar,77
2011,QURU,9,5.033038798,14.97788578,512.41375,2-Apr,92
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,374.0785,20-Mar,79
2011,VAPA,9,5.033038798,14.97788578,281.94975,13-Mar,72
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,448.1085,24-Mar,83
2011,VAPA,9,5.033038798,14.97788578,281.94975,13-Mar,72
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,269.18,21-Mar,80
2011,ACRU,10,1.221990658,11.16683764,304.385,23-Mar,82
2011,ACRU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,ACRU,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,ACRU,10,1.221990658,11.16683764,288.4225,22-Mar,81
2011,CATO,10,1.221990658,11.16683764,426.864,9-Apr,99
2011,CATO,10,1.221990658,11.16683764,324.90275,27-Mar,86
2011,CATO,10,1.221990658,11.16683764,372.42825,4-Apr,94
2011,CATO,10,1.221990658,11.16683764,315.1775,24-Mar,83
2011,QUAL,10,1.221990658,11.16683764,164.916,11-Mar,70
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,164.916,11-Mar,70
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QUAL,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,QURU,10,1.221990658,11.16683764,254.22,20-Mar,79
2011,VAST,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,VAST,10,1.221990658,11.16683764,207.187,16-Mar,75
2011,VAST,10,1.221990658,11.16683764,207.187,16-Mar,75
2011,VAST,10,1.221990658,11.16683764,207.187,16-Mar,75
2011,VAST,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,VAST,10,1.221990658,11.16683764,207.187,16-Mar,75
2011,VAST,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,VAST,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,VAST,10,1.221990658,11.16683764,230.93675,18-Mar,77
2011,VAST,10,1.221990658,11.16683764,207.187,16-Mar,75
2011,ACRU,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,ACRU,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,ACRU,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,ACRU,11,0.137303158,10.08215014,237.08025,22-Mar,81
2011,ACRU,11,0.137303158,10.08215014,219.73025,21-Mar,80
2011,ACRU,11,0.137303158,10.08215014,219.73025,21-Mar,80
2011,ACRU,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,ACRU,11,0.137303158,10.08215014,148.23275,13-Mar,72
2011,ACRU,11,0.137303158,10.08215014,219.73025,21-Mar,80
2011,ACRU,11,0.137303158,10.08215014,166.53125,16-Mar,75
2011,CATO,11,0.137303158,10.08215014,394.882,12-Apr,102
2011,CATO,11,0.137303158,10.08215014,266.905,25-Mar,84
2011,CATO,11,0.137303158,10.08215014,346.6395,8-Apr,98
2011,CATO,11,0.137303158,10.08215014,289.582,3-Apr,93
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,131.5525,11-Mar,70
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,166.53125,16-Mar,75
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,219.73025,21-Mar,80
2011,QUAL,11,0.137303158,10.08215014,251.66775,23-Mar,82
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,QUAL,11,0.137303158,10.08215014,148.23275,13-Mar,72
2011,QURU,11,0.137303158,10.08215014,283.057,2-Apr,92
2011,VAPA,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,VAPA,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,VAPA,11,0.137303158,10.08215014,206.21275,20-Mar,79
2011,VAPA,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,VAPA,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,VAST,11,0.137303158,10.08215014,261.61025,24-Mar,83
2011,ACRU,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,ACRU,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,ACRU,12,2.947839798,12.89268678,206.76825,11-Mar,70
2011,ACRU,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,ACRU,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,ACRU,12,2.947839798,12.89268678,206.76825,11-Mar,70
2011,ACRU,12,2.947839798,12.89268678,401.00375,29-Mar,88
2011,ACRU,12,2.947839798,12.89268678,326.42175,21-Mar,80
2011,ACRU,12,2.947839798,12.89268678,206.76825,11-Mar,70
2011,ACRU,12,2.947839798,12.89268678,346.28175,22-Mar,81
2011,CATO,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,CATO,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,CATO,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,CATO,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,CATO,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,CATO,12,2.947839798,12.89268678,401.00375,29-Mar,88
2011,CATO,12,2.947839798,12.89268678,473.682,6-Apr,96
2011,CATO,12,2.947839798,12.89268678,451.9765,4-Apr,94
2011,QUAL,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,QUAL,12,2.947839798,12.89268678,346.28175,22-Mar,81
2011,QUAL,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,QUAL,12,2.947839798,12.89268678,346.28175,22-Mar,81
2011,QUAL,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,QUAL,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,QUAL,12,2.947839798,12.89268678,215.19475,12-Mar,71
2011,QUAL,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,QUAL,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,QURU,12,2.947839798,12.89268678,401.00375,29-Mar,88
2011,VAPA,12,2.947839798,12.89268678,206.76825,11-Mar,70
2011,VAPA,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,VAPA,12,2.947839798,12.89268678,310.31425,20-Mar,79
2011,VAPA,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAPA,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,VAPA,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,VAPA,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,VAPA,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAPA,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAPA,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAST,12,2.947839798,12.89268678,390.39475,27-Mar,86
2011,VAST,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAST,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,VAST,12,2.947839798,12.89268678,423.429,2-Apr,92
2011,VAST,12,2.947839798,12.89268678,376.13925,24-Mar,83
2011,ACRU,OUT,0.137911638,10.08275862,221.35,22-Mar,81
2011,ACRU,OUT,0.137911638,10.08275862,251.25,29-Mar,88
2011,ACRU,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,ACRU,OUT,0.137911638,10.08275862,252.9,31-Mar,90
2011,ACRU,OUT,0.137911638,10.08275862,193.3,20-Mar,79
2011,ACRU,OUT,0.137911638,10.08275862,139.95,13-Mar,72
2011,ACRU,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,CATO,OUT,0.137911638,10.08275862,258.8,2-Apr,92
2011,CATO,OUT,0.137911638,10.08275862,302.95,7-Apr,97
2011,CATO,OUT,0.137911638,10.08275862,251.25,29-Mar,88
2011,CATO,OUT,0.137911638,10.08275862,291.55,6-Apr,96
2011,CATO,OUT,0.137911638,10.08275862,258.8,2-Apr,92
2011,CATO,OUT,0.137911638,10.08275862,279.65,4-Apr,94
2011,CATO,OUT,0.137911638,10.08275862,279.65,4-Apr,94
2011,CATO,OUT,0.137911638,10.08275862,316,8-Apr,98
2011,CATO,OUT,0.137911638,10.08275862,291.55,6-Apr,96
2011,CATO,OUT,0.137911638,10.08275862,316,8-Apr,98
2011,QUAL,OUT,0.137911638,10.08275862,193.3,20-Mar,79
2011,QUAL,OUT,0.137911638,10.08275862,205.5,21-Mar,80
2011,QUAL,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,QUAL,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,QUAL,OUT,0.137911638,10.08275862,193.3,20-Mar,79
2011,QUAL,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,QUAL,OUT,0.137911638,10.08275862,244.4,24-Mar,83
2011,QURU,OUT,0.137911638,10.08275862,251.25,29-Mar,88
2011,QURU,OUT,0.137911638,10.08275862,332.65,10-Apr,100
2011,QURU,OUT,0.137911638,10.08275862,264.65,3-Apr,93
