plot,date,Day of year,year,decimal year,day,VWC,comments
23,25-Apr-08,116,2008,2008.314208,116,0.260,
24,25-Apr-08,116,2008,2008.314208,116,0.231,
25,25-Apr-08,116,2008,2008.314208,116,0.235,
26,25-Apr-08,116,2008,2008.314208,116,0.206,
27,25-Apr-08,116,2008,2008.314208,116,0.194,
28,25-Apr-08,116,2008,2008.314208,116,0.202,
29,25-Apr-08,116,2008,2008.314208,116,0.242,
30,25-Apr-08,116,2008,2008.314208,116,0.228,
31,25-Apr-08,116,2008,2008.314208,116,0.236,
32,25-Apr-08,116,2008,2008.314208,116,0.243,
33,25-Apr-08,116,2008,2008.314208,116,0.201,
34,25-Apr-08,116,2008,2008.314208,116,0.210,
35,25-Apr-08,116,2008,2008.314208,116,0.199,
36,25-Apr-08,116,2008,2008.314208,116,0.178,
1,5-May-08,126,2008,2008.34153,126,0.332,
2,5-May-08,126,2008,2008.34153,126,0.285,
3,5-May-08,126,2008,2008.34153,126,0.285,
4,5-May-08,126,2008,2008.34153,126,0.303,
5,5-May-08,126,2008,2008.34153,126,0.312,
6,5-May-08,126,2008,2008.34153,126,0.300,
7,5-May-08,126,2008,2008.34153,126,0.328,
8,5-May-08,126,2008,2008.34153,126,0.338,
9,5-May-08,126,2008,2008.34153,126,0.347,
10,5-May-08,126,2008,2008.34153,126,0.330,
11,5-May-08,126,2008,2008.34153,126,0.354,
12,5-May-08,126,2008,2008.34153,126,0.332,
13,5-May-08,126,2008,2008.34153,126,0.315,
14,5-May-08,126,2008,2008.34153,126,0.272,
15,5-May-08,126,2008,2008.34153,126,0.261,
16,5-May-08,126,2008,2008.34153,126,0.253,
17,5-May-08,126,2008,2008.34153,126,0.248,
18,5-May-08,126,2008,2008.34153,126,0.280,
19,5-May-08,126,2008,2008.34153,126,0.311,
20,5-May-08,126,2008,2008.34153,126,0.338,
21,5-May-08,126,2008,2008.34153,126,0.311,
22,5-May-08,126,2008,2008.34153,126,0.321,
23,5-May-08,126,2008,2008.34153,126,0.306,
24,5-May-08,126,2008,2008.34153,126,0.277,
25,5-May-08,126,2008,2008.34153,126,0.287,
26,5-May-08,126,2008,2008.34153,126,0.265,
27,5-May-08,126,2008,2008.34153,126,0.261,
28,5-May-08,126,2008,2008.34153,126,0.263,
29,5-May-08,126,2008,2008.34153,126,0.272,
30,5-May-08,126,2008,2008.34153,126,0.297,
31,5-May-08,126,2008,2008.34153,126,0.313,
32,5-May-08,126,2008,2008.34153,126,0.288,
33,5-May-08,126,2008,2008.34153,126,0.268,
34,5-May-08,126,2008,2008.34153,126,0.245,
35,5-May-08,126,2008,2008.34153,126,0.237,
36,5-May-08,126,2008,2008.34153,126,0.230,
1,20-May-08,141,2008,2008.382514,141,0.262,
2,20-May-08,141,2008,2008.382514,141,0.253,
3,20-May-08,141,2008,2008.382514,141,0.238,
4,20-May-08,141,2008,2008.382514,141,0.240,
5,20-May-08,141,2008,2008.382514,141,0.214,
6,20-May-08,141,2008,2008.382514,141,0.234,
7,20-May-08,141,2008,2008.382514,141,0.266,
8,20-May-08,141,2008,2008.382514,141,0.296,
9,20-May-08,141,2008,2008.382514,141,0.162,
10,20-May-08,141,2008,2008.382514,141,0.284,
11,20-May-08,141,2008,2008.382514,141,0.321,
12,20-May-08,141,2008,2008.382514,141,0.314,
13,20-May-08,141,2008,2008.382514,141,0.226,
14,20-May-08,141,2008,2008.382514,141,0.211,
15,20-May-08,141,2008,2008.382514,141,0.234,
16,20-May-08,141,2008,2008.382514,141,0.181,
17,20-May-08,141,2008,2008.382514,141,0.164,
18,20-May-08,141,2008,2008.382514,141,0.272,
19,20-May-08,141,2008,2008.382514,141,0.273,
20,20-May-08,141,2008,2008.382514,141,0.303,
21,20-May-08,141,2008,2008.382514,141,0.202,
22,20-May-08,141,2008,2008.382514,141,0.281,
23,20-May-08,141,2008,2008.382514,141,0.233,
24,20-May-08,141,2008,2008.382514,141,0.204,
25,20-May-08,141,2008,2008.382514,141,0.238,
26,20-May-08,141,2008,2008.382514,141,0.213,
27,20-May-08,141,2008,2008.382514,141,0.229,
28,20-May-08,141,2008,2008.382514,141,0.228,
29,20-May-08,141,2008,2008.382514,141,0.242,
30,20-May-08,141,2008,2008.382514,141,0.240,
31,20-May-08,141,2008,2008.382514,141,0.258,
32,20-May-08,141,2008,2008.382514,141,0.254,
33,20-May-08,141,2008,2008.382514,141,0.160,
34,20-May-08,141,2008,2008.382514,141,0.190,
35,20-May-08,141,2008,2008.382514,141,0.184,
36,20-May-08,141,2008,2008.382514,141,0.108,
1,3-Jun-08,155,2008,2008.420765,155,0.191,
2,3-Jun-08,155,2008,2008.420765,155,0.222,
3,3-Jun-08,155,2008,2008.420765,155,0.197,
4,3-Jun-08,155,2008,2008.420765,155,0.167,
5,3-Jun-08,155,2008,2008.420765,155,0.149,
6,3-Jun-08,155,2008,2008.420765,155,0.182,
7,3-Jun-08,155,2008,2008.420765,155,0.206,
8,3-Jun-08,155,2008,2008.420765,155,0.275,
9,3-Jun-08,155,2008,2008.420765,155,0.277,
10,3-Jun-08,155,2008,2008.420765,155,0.256,
11,3-Jun-08,155,2008,2008.420765,155,0.303,
12,3-Jun-08,155,2008,2008.420765,155,0.298,
13,3-Jun-08,155,2008,2008.420765,155,0.214,
14,3-Jun-08,155,2008,2008.420765,155,0.185,
15,3-Jun-08,155,2008,2008.420765,155,0.209,
16,3-Jun-08,155,2008,2008.420765,155,0.127,
17,3-Jun-08,155,2008,2008.420765,155,0.104,
18,3-Jun-08,155,2008,2008.420765,155,0.213,
19,3-Jun-08,155,2008,2008.420765,155,0.243,
20,3-Jun-08,155,2008,2008.420765,155,0.282,
21,3-Jun-08,155,2008,2008.420765,155,0.124,
22,3-Jun-08,155,2008,2008.420765,155,0.243,
23,3-Jun-08,155,2008,2008.420765,155,0.174,
24,3-Jun-08,155,2008,2008.420765,155,0.124,
25,3-Jun-08,155,2008,2008.420765,155,0.198,
26,3-Jun-08,155,2008,2008.420765,155,0.190,
27,3-Jun-08,155,2008,2008.420765,155,0.208,
28,3-Jun-08,155,2008,2008.420765,155,0.204,
29,3-Jun-08,155,2008,2008.420765,155,0.200,
30,3-Jun-08,155,2008,2008.420765,155,0.201,
31,3-Jun-08,155,2008,2008.420765,155,0.202,
32,3-Jun-08,155,2008,2008.420765,155,0.246,
33,3-Jun-08,155,2008,2008.420765,155,0.092,
34,3-Jun-08,155,2008,2008.420765,155,0.128,
35,3-Jun-08,155,2008,2008.420765,155,0.140,
36,3-Jun-08,155,2008,2008.420765,155,0.061,
1,11-Jun-08,163,2008,2008.442623,163,0.140,
2,11-Jun-08,163,2008,2008.442623,163,0.194,
3,11-Jun-08,163,2008,2008.442623,163,0.168,
4,11-Jun-08,163,2008,2008.442623,163,0.117,
5,11-Jun-08,163,2008,2008.442623,163,0.105,
6,11-Jun-08,163,2008,2008.442623,163,0.140,
7,11-Jun-08,163,2008,2008.442623,163,0.165,
8,11-Jun-08,163,2008,2008.442623,163,0.255,
9,11-Jun-08,163,2008,2008.442623,163,0.270,
10,11-Jun-08,163,2008,2008.442623,163,0.249,
11,11-Jun-08,163,2008,2008.442623,163,0.285,
12,11-Jun-08,163,2008,2008.442623,163,0.293,
13,11-Jun-08,163,2008,2008.442623,163,0.174,
14,11-Jun-08,163,2008,2008.442623,163,0.158,
15,11-Jun-08,163,2008,2008.442623,163,0.196,
16,11-Jun-08,163,2008,2008.442623,163,0.086,
17,11-Jun-08,163,2008,2008.442623,163,0.091,
18,11-Jun-08,163,2008,2008.442623,163,0.213,
19,11-Jun-08,163,2008,2008.442623,163,0.237,
20,11-Jun-08,163,2008,2008.442623,163,0.282,
21,11-Jun-08,163,2008,2008.442623,163,0.101,
22,11-Jun-08,163,2008,2008.442623,163,0.180,
23,11-Jun-08,163,2008,2008.442623,163,0.143,
24,11-Jun-08,163,2008,2008.442623,163,0.104,
25,11-Jun-08,163,2008,2008.442623,163,0.190,
26,11-Jun-08,163,2008,2008.442623,163,0.183,
27,11-Jun-08,163,2008,2008.442623,163,0.204,
28,11-Jun-08,163,2008,2008.442623,163,0.202,
29,11-Jun-08,163,2008,2008.442623,163,0.180,
30,11-Jun-08,163,2008,2008.442623,163,0.173,
31,11-Jun-08,163,2008,2008.442623,163,0.170,
32,11-Jun-08,163,2008,2008.442623,163,0.226,
33,11-Jun-08,163,2008,2008.442623,163,0.079,
34,11-Jun-08,163,2008,2008.442623,163,0.099,
35,11-Jun-08,163,2008,2008.442623,163,0.102,
36,11-Jun-08,163,2008,2008.442623,163,0.065,
1,17-Jun-08,169,2008,2008.459016,169,0.159,
2,17-Jun-08,169,2008,2008.459016,169,0.181,
3,17-Jun-08,169,2008,2008.459016,169,0.165,
4,17-Jun-08,169,2008,2008.459016,169,0.126,
5,17-Jun-08,169,2008,2008.459016,169,0.139,
6,17-Jun-08,169,2008,2008.459016,169,0.128,
7,17-Jun-08,169,2008,2008.459016,169,0.175,
8,17-Jun-08,169,2008,2008.459016,169,0.278,
9,17-Jun-08,169,2008,2008.459016,169,0.322,
10,17-Jun-08,169,2008,2008.459016,169,0.320,
11,17-Jun-08,169,2008,2008.459016,169,0.345,
12,17-Jun-08,169,2008,2008.459016,169,0.333,
13,17-Jun-08,169,2008,2008.459016,169,0.240,
14,17-Jun-08,169,2008,2008.459016,169,0.167,
15,17-Jun-08,169,2008,2008.459016,169,0.222,
16,17-Jun-08,169,2008,2008.459016,169,0.111,
17,17-Jun-08,169,2008,2008.459016,169,0.150,
18,17-Jun-08,169,2008,2008.459016,169,0.264,
19,17-Jun-08,169,2008,2008.459016,169,0.288,
20,17-Jun-08,169,2008,2008.459016,169,0.327,
21,17-Jun-08,169,2008,2008.459016,169,0.112,
22,17-Jun-08,169,2008,2008.459016,169,0.203,
23,17-Jun-08,169,2008,2008.459016,169,0.149,
24,17-Jun-08,169,2008,2008.459016,169,0.117,
25,17-Jun-08,169,2008,2008.459016,169,0.250,
26,17-Jun-08,169,2008,2008.459016,169,0.232,
27,17-Jun-08,169,2008,2008.459016,169,0.300,
28,17-Jun-08,169,2008,2008.459016,169,0.297,
29,17-Jun-08,169,2008,2008.459016,169,0.216,
30,17-Jun-08,169,2008,2008.459016,169,0.180,
31,17-Jun-08,169,2008,2008.459016,169,0.168,
32,17-Jun-08,169,2008,2008.459016,169,0.024,
33,17-Jun-08,169,2008,2008.459016,169,0.084,
34,17-Jun-08,169,2008,2008.459016,169,0.106,
35,17-Jun-08,169,2008,2008.459016,169,0.118,
36,17-Jun-08,169,2008,2008.459016,169,0.086,
1,26-Jun-08,178,2008,2008.483607,178,0.197,
2,26-Jun-08,178,2008,2008.483607,178,0.216,
3,26-Jun-08,178,2008,2008.483607,178,0.203,
4,26-Jun-08,178,2008,2008.483607,178,0.159,
5,26-Jun-08,178,2008,2008.483607,178,0.210,
6,26-Jun-08,178,2008,2008.483607,178,0.229,
7,26-Jun-08,178,2008,2008.483607,178,0.240,
8,26-Jun-08,178,2008,2008.483607,178,0.304,
9,26-Jun-08,178,2008,2008.483607,178,0.360,
10,26-Jun-08,178,2008,2008.483607,178,0.346,
11,26-Jun-08,178,2008,2008.483607,178,0.369,
12,26-Jun-08,178,2008,2008.483607,178,0.356,
13,26-Jun-08,178,2008,2008.483607,178,0.274,
14,26-Jun-08,178,2008,2008.483607,178,0.226,
15,26-Jun-08,178,2008,2008.483607,178,0.248,
16,26-Jun-08,178,2008,2008.483607,178,0.178,
17,26-Jun-08,178,2008,2008.483607,178,0.196,
18,26-Jun-08,178,2008,2008.483607,178,0.346,
19,26-Jun-08,178,2008,2008.483607,178,0.320,
20,26-Jun-08,178,2008,2008.483607,178,0.357,
21,26-Jun-08,178,2008,2008.483607,178,0.186,
22,26-Jun-08,178,2008,2008.483607,178,0.242,
23,26-Jun-08,178,2008,2008.483607,178,0.202,
24,26-Jun-08,178,2008,2008.483607,178,0.158,
25,26-Jun-08,178,2008,2008.483607,178,0.270,
26,26-Jun-08,178,2008,2008.483607,178,0.252,
27,26-Jun-08,178,2008,2008.483607,178,0.254,
28,26-Jun-08,178,2008,2008.483607,178,0.257,
29,26-Jun-08,178,2008,2008.483607,178,0.251,
30,26-Jun-08,178,2008,2008.483607,178,0.240,
31,26-Jun-08,178,2008,2008.483607,178,0.240,
32,26-Jun-08,178,2008,2008.483607,178,0.273,
33,26-Jun-08,178,2008,2008.483607,178,0.096,
34,26-Jun-08,178,2008,2008.483607,178,0.136,
35,26-Jun-08,178,2008,2008.483607,178,0.134,
36,26-Jun-08,178,2008,2008.483607,178,0.129,
1,1-Jul-08,183,2008,2008.497268,183,0.234,
2,1-Jul-08,183,2008,2008.497268,183,0.210,
3,1-Jul-08,183,2008,2008.497268,183,0.205,
4,1-Jul-08,183,2008,2008.497268,183,0.170,
5,1-Jul-08,183,2008,2008.497268,183,0.214,
6,1-Jul-08,183,2008,2008.497268,183,0.236,
7,1-Jul-08,183,2008,2008.497268,183,0.253,
8,1-Jul-08,183,2008,2008.497268,183,0.301,
9,1-Jul-08,183,2008,2008.497268,183,0.328,
10,1-Jul-08,183,2008,2008.497268,183,0.318,
11,1-Jul-08,183,2008,2008.497268,183,0.340,
12,1-Jul-08,183,2008,2008.497268,183,0.326,
13,1-Jul-08,183,2008,2008.497268,183,0.277,
14,1-Jul-08,183,2008,2008.497268,183,0.246,
15,1-Jul-08,183,2008,2008.497268,183,0.234,
16,1-Jul-08,183,2008,2008.497268,183,0.205,
17,1-Jul-08,183,2008,2008.497268,183,0.196,
18,1-Jul-08,183,2008,2008.497268,183,0.265,
19,1-Jul-08,183,2008,2008.497268,183,0.285,
20,1-Jul-08,183,2008,2008.497268,183,0.321,
21,1-Jul-08,183,2008,2008.497268,183,0.187,
22,1-Jul-08,183,2008,2008.497268,183,0.234,
23,1-Jul-08,183,2008,2008.497268,183,0.195,
24,1-Jul-08,183,2008,2008.497268,183,0.143,
25,1-Jul-08,183,2008,2008.497268,183,0.258,
26,1-Jul-08,183,2008,2008.497268,183,0.243,
27,1-Jul-08,183,2008,2008.497268,183,0.244,
28,1-Jul-08,183,2008,2008.497268,183,0.241,
29,1-Jul-08,183,2008,2008.497268,183,0.258,
30,1-Jul-08,183,2008,2008.497268,183,0.248,
31,1-Jul-08,183,2008,2008.497268,183,0.257,
32,1-Jul-08,183,2008,2008.497268,183,0.260,
33,1-Jul-08,183,2008,2008.497268,183,0.110,
34,1-Jul-08,183,2008,2008.497268,183,0.145,
35,1-Jul-08,183,2008,2008.497268,183,0.150,
36,1-Jul-08,183,2008,2008.497268,183,0.117,
1,7-Jul-08,189,2008,2008.513661,189,0.200,
2,7-Jul-08,189,2008,2008.513661,189,0.215,
3,7-Jul-08,189,2008,2008.513661,189,0.208,
4,7-Jul-08,189,2008,2008.513661,189,0.182,
5,7-Jul-08,189,2008,2008.513661,189,0.244,
6,7-Jul-08,189,2008,2008.513661,189,0.260,
7,7-Jul-08,189,2008,2008.513661,189,0.292,
8,7-Jul-08,189,2008,2008.513661,189,0.306,
9,7-Jul-08,189,2008,2008.513661,189,0.369,
10,7-Jul-08,189,2008,2008.513661,189,0.358,
11,7-Jul-08,189,2008,2008.513661,189,0.380,
12,7-Jul-08,189,2008,2008.513661,189,0.362,
13,7-Jul-08,189,2008,2008.513661,189,0.282,
14,7-Jul-08,189,2008,2008.513661,189,0.254,
15,7-Jul-08,189,2008,2008.513661,189,0.244,
16,7-Jul-08,189,2008,2008.513661,189,0.213,
17,7-Jul-08,189,2008,2008.513661,189,0.255,
18,7-Jul-08,189,2008,2008.513661,189,0.345,
19,7-Jul-08,189,2008,2008.513661,189,0.318,
20,7-Jul-08,189,2008,2008.513661,189,0.375,
21,7-Jul-08,189,2008,2008.513661,189,0.188,
22,7-Jul-08,189,2008,2008.513661,189,0.230,
23,7-Jul-08,189,2008,2008.513661,189,0.210,
24,7-Jul-08,189,2008,2008.513661,189,0.157,
25,7-Jul-08,189,2008,2008.513661,189,0.326,
26,7-Jul-08,189,2008,2008.513661,189,0.286,
27,7-Jul-08,189,2008,2008.513661,189,0.272,
28,7-Jul-08,189,2008,2008.513661,189,0.308,
29,7-Jul-08,189,2008,2008.513661,189,0.250,
30,7-Jul-08,189,2008,2008.513661,189,0.255,
31,7-Jul-08,189,2008,2008.513661,189,0.276,
32,7-Jul-08,189,2008,2008.513661,189,0.270,
33,7-Jul-08,189,2008,2008.513661,189,0.136,
34,7-Jul-08,189,2008,2008.513661,189,0.130,
35,7-Jul-08,189,2008,2008.513661,189,0.148,
36,7-Jul-08,189,2008,2008.513661,189,0.129,
1,15-Jul-08,197,2008,2008.535519,197,0.130,
2,15-Jul-08,197,2008,2008.535519,197,0.131,
3,15-Jul-08,197,2008,2008.535519,197,0.130,
4,15-Jul-08,197,2008,2008.535519,197,0.105,
5,15-Jul-08,197,2008,2008.535519,197,0.139,
6,15-Jul-08,197,2008,2008.535519,197,0.150,
7,15-Jul-08,197,2008,2008.535519,197,0.211,
8,15-Jul-08,197,2008,2008.535519,197,0.256,
9,15-Jul-08,197,2008,2008.535519,197,0.280,
10,15-Jul-08,197,2008,2008.535519,197,0.266,
11,15-Jul-08,197,2008,2008.535519,197,0.284,
12,15-Jul-08,197,2008,2008.535519,197,0.283,
13,15-Jul-08,197,2008,2008.535519,197,0.179,
14,15-Jul-08,197,2008,2008.535519,197,0.167,
15,15-Jul-08,197,2008,2008.535519,197,0.145,
16,15-Jul-08,197,2008,2008.535519,197,0.150,
17,15-Jul-08,197,2008,2008.535519,197,0.173,
18,15-Jul-08,197,2008,2008.535519,197,0.248,
19,15-Jul-08,197,2008,2008.535519,197,0.236,
20,15-Jul-08,197,2008,2008.535519,197,0.279,
21,15-Jul-08,197,2008,2008.535519,197,0.112,
22,15-Jul-08,197,2008,2008.535519,197,0.137,
23,15-Jul-08,197,2008,2008.535519,197,0.151,
24,15-Jul-08,197,2008,2008.535519,197,0.086,
25,15-Jul-08,197,2008,2008.535519,197,0.212,
26,15-Jul-08,197,2008,2008.535519,197,0.198,
27,15-Jul-08,197,2008,2008.535519,197,0.182,
28,15-Jul-08,197,2008,2008.535519,197,0.178,
29,15-Jul-08,197,2008,2008.535519,197,0.189,
30,15-Jul-08,197,2008,2008.535519,197,0.177,
31,15-Jul-08,197,2008,2008.535519,197,0.226,
32,15-Jul-08,197,2008,2008.535519,197,0.199,
33,15-Jul-08,197,2008,2008.535519,197,0.075,
34,15-Jul-08,197,2008,2008.535519,197,0.090,
35,15-Jul-08,197,2008,2008.535519,197,0.090,
36,15-Jul-08,197,2008,2008.535519,197,0.067,
1,22-Jul-08,204,2008,2008.554645,204,0.222,
2,22-Jul-08,204,2008,2008.554645,204,0.168,
3,22-Jul-08,204,2008,2008.554645,204,0.140,
4,22-Jul-08,204,2008,2008.554645,204,0.161,
5,22-Jul-08,204,2008,2008.554645,204,0.216,
6,22-Jul-08,204,2008,2008.554645,204,0.210,
7,22-Jul-08,204,2008,2008.554645,204,0.261,
8,22-Jul-08,204,2008,2008.554645,204,0.298,
9,22-Jul-08,204,2008,2008.554645,204,0.349,
10,22-Jul-08,204,2008,2008.554645,204,0.327,
11,22-Jul-08,204,2008,2008.554645,204,0.342,
12,22-Jul-08,204,2008,2008.554645,204,0.340,
13,22-Jul-08,204,2008,2008.554645,204,0.242,
14,22-Jul-08,204,2008,2008.554645,204,0.221,
15,22-Jul-08,204,2008,2008.554645,204,0.205,
16,22-Jul-08,204,2008,2008.554645,204,0.215,
17,22-Jul-08,204,2008,2008.554645,204,0.255,
18,22-Jul-08,204,2008,2008.554645,204,0.324,
19,22-Jul-08,204,2008,2008.554645,204,0.308,
20,22-Jul-08,204,2008,2008.554645,204,0.330,
21,22-Jul-08,204,2008,2008.554645,204,0.167,
22,22-Jul-08,204,2008,2008.554645,204,0.189,
23,22-Jul-08,204,2008,2008.554645,204,0.203,
24,22-Jul-08,204,2008,2008.554645,204,0.127,
25,22-Jul-08,204,2008,2008.554645,204,0.312,
26,22-Jul-08,204,2008,2008.554645,204,0.253,
27,22-Jul-08,204,2008,2008.554645,204,0.257,
28,22-Jul-08,204,2008,2008.554645,204,0.262,
29,22-Jul-08,204,2008,2008.554645,204,0.212,
30,22-Jul-08,204,2008,2008.554645,204,0.217,
31,22-Jul-08,204,2008,2008.554645,204,0.270,
32,22-Jul-08,204,2008,2008.554645,204,0.250,
33,22-Jul-08,204,2008,2008.554645,204,0.089,
34,22-Jul-08,204,2008,2008.554645,204,0.151,
35,22-Jul-08,204,2008,2008.554645,204,0.097,
36,22-Jul-08,204,2008,2008.554645,204,0.109,
1,29-Jul-08,211,2008,2008.57377,211,0.287,
2,29-Jul-08,211,2008,2008.57377,211,0.214,
3,29-Jul-08,211,2008,2008.57377,211,0.213,
4,29-Jul-08,211,2008,2008.57377,211,0.213,
5,29-Jul-08,211,2008,2008.57377,211,0.300,
6,29-Jul-08,211,2008,2008.57377,211,0.289,
7,29-Jul-08,211,2008,2008.57377,211,0.308,
8,29-Jul-08,211,2008,2008.57377,211,0.318,
9,29-Jul-08,211,2008,2008.57377,211,0.318,
10,29-Jul-08,211,2008,2008.57377,211,0.302,
11,29-Jul-08,211,2008,2008.57377,211,0.331,
12,29-Jul-08,211,2008,2008.57377,211,0.322,
13,29-Jul-08,211,2008,2008.57377,211,0.284,
14,29-Jul-08,211,2008,2008.57377,211,0.257,
15,29-Jul-08,211,2008,2008.57377,211,0.254,
16,29-Jul-08,211,2008,2008.57377,211,0.245,
17,29-Jul-08,211,2008,2008.57377,211,0.213,
18,29-Jul-08,211,2008,2008.57377,211,0.300,
19,29-Jul-08,211,2008,2008.57377,211,0.284,
20,29-Jul-08,211,2008,2008.57377,211,0.315,
21,29-Jul-08,211,2008,2008.57377,211,0.235,
22,29-Jul-08,211,2008,2008.57377,211,0.219,
23,29-Jul-08,211,2008,2008.57377,211,0.252,
24,29-Jul-08,211,2008,2008.57377,211,0.170,
25,29-Jul-08,211,2008,2008.57377,211,0.275,
26,29-Jul-08,211,2008,2008.57377,211,0.235,
27,29-Jul-08,211,2008,2008.57377,211,0.227,
28,29-Jul-08,211,2008,2008.57377,211,0.235,
29,29-Jul-08,211,2008,2008.57377,211,0.258,
30,29-Jul-08,211,2008,2008.57377,211,0.261,
31,29-Jul-08,211,2008,2008.57377,211,0.285,
32,29-Jul-08,211,2008,2008.57377,211,0.260,
33,29-Jul-08,211,2008,2008.57377,211,0.229,
34,29-Jul-08,211,2008,2008.57377,211,0.216,
35,29-Jul-08,211,2008,2008.57377,211,0.198,
36,29-Jul-08,211,2008,2008.57377,211,0.207,
1,7-Aug-08,220,2008,2008.598361,220,0.266,
2,7-Aug-08,220,2008,2008.598361,220,0.190,
3,7-Aug-08,220,2008,2008.598361,220,0.185,
4,7-Aug-08,220,2008,2008.598361,220,0.180,
5,7-Aug-08,220,2008,2008.598361,220,0.267,
6,7-Aug-08,220,2008,2008.598361,220,0.278,
7,7-Aug-08,220,2008,2008.598361,220,0.309,
8,7-Aug-08,220,2008,2008.598361,220,0.320,
9,7-Aug-08,220,2008,2008.598361,220,0.317,
10,7-Aug-08,220,2008,2008.598361,220,0.310,
11,7-Aug-08,220,2008,2008.598361,220,0.340,
12,7-Aug-08,220,2008,2008.598361,220,0.332,
13,7-Aug-08,220,2008,2008.598361,220,0.263,
14,7-Aug-08,220,2008,2008.598361,220,0.248,
15,7-Aug-08,220,2008,2008.598361,220,0.254,
16,7-Aug-08,220,2008,2008.598361,220,0.265,
17,7-Aug-08,220,2008,2008.598361,220,0.251,
18,7-Aug-08,220,2008,2008.598361,220,0.313,
19,7-Aug-08,220,2008,2008.598361,220,0.292,
20,7-Aug-08,220,2008,2008.598361,220,0.317,
21,7-Aug-08,220,2008,2008.598361,220,0.207,
22,7-Aug-08,220,2008,2008.598361,220,0.203,
23,7-Aug-08,220,2008,2008.598361,220,0.247,
24,7-Aug-08,220,2008,2008.598361,220,0.179,
25,7-Aug-08,220,2008,2008.598361,220,0.300,
26,7-Aug-08,220,2008,2008.598361,220,0.255,
27,7-Aug-08,220,2008,2008.598361,220,0.240,
28,7-Aug-08,220,2008,2008.598361,220,0.243,
29,7-Aug-08,220,2008,2008.598361,220,0.245,
30,7-Aug-08,220,2008,2008.598361,220,0.258,
31,7-Aug-08,220,2008,2008.598361,220,0.294,
32,7-Aug-08,220,2008,2008.598361,220,0.263,
33,7-Aug-08,220,2008,2008.598361,220,0.228,
34,7-Aug-08,220,2008,2008.598361,220,0.207,
35,7-Aug-08,220,2008,2008.598361,220,0.172,
36,7-Aug-08,220,2008,2008.598361,220,0.154,
1,13-Aug-08,226,2008,2008.614754,226,0.270,
