BACE 2011 - herbaceous phenology,,,,,,,,,,
Plot,Species,% cover ,"# of 
plants",floral buds,"buds and 
flowers",open flowers,"flowers and 
dry flowers",dry flowers,Comment,general comments
8,Tanacetum vulgare ,10,,187,200,206,213,236,"buds- 236, bud/fl 252, fl/dry 263, still fl/dry 290, dry fl 306",
8,Taraxacum officinale ,4,,117,,124,131,,,
8,Trifolium pratense ,,,,,,,,,
8,Trifolium repens ,,,,,,,,,
8,Veronica arvensis ,2,,117,,,,158,,
8,Conyza canadensis,,2,200,,,,222,"fl-228, dry fl 252",
8,Setaria glauca,,,,,,222,242,dry fl 252,
8,Lepidium virginicum,,,,,,187,,,
8,Oenothera biennis,,1,,,,,263,,
8,,,,,,,,,,
9,Achillea millefolium,,,,,,,,,
9,Asclepias syriaca ,5,,,,,,,,
9,Berteroa incana,1,,,228,,263,,can't find it 284,
9,Capsella bursa-pastoris ,,,,,,,,,
9,Cerastium fontanum ,,,,,,,,,
9,Dactylis glomerata ,2,,131,158,,175,,,
9,Draba verna ,,,,,,,,,
9,Elymus repens ,40,,153,158,,175,187,,
9,Erigeron annuus ,,,,,,,,,
9,Festuca spp. ,,,,,,,,,
9,Oxalis stricta ,1,,124,124,131,,,buds 222,
9,Phleum pratense ,,,,,,,,,
9,Plantago lanceolata ,4,,,,,153,175,,
9,Poa trivialis,2,,117,144,,165,175,,
9,Potentilla argentea ,,,,,,,,,
9,Rumex crispus ,,1,,,,153,165,,
9,Silene alba ,5,,124,,131,153,180,"fl/dry 228, dry fl 267, fl/dry 290, gone 306",
9,Tanacetum vulgare ,,,,,,,,,
9,Taraxacum officinale ,1,,,,,,124,guess I missed them. Fl- 153,
9,Trifolium pratense ,,,,,,,,,
9,Trifolium repens ,,,,,,,,,
9,Veronica arvensis ,10,,,110,,,153,,
9,Sonchus oleraceus,,,,,,,,,
9,Polygonum aviculare,,,,,,,,,
9,Lepidium virginicum,,1,,,,158,175,,
9,Lotus corniculatus,1,,,,,,,,
9,Setaria glauca,1,,,,,213,222,,
9,Conyza canadensis,5,,175,192,200,228,<242,,
9,Digitaria ischaemum,3,,,,206,255,,,
9,Oenothera biennis,,,,222,,,242,,
9,Genus sp.,,,222,,,,,"unknown plant, northeast corner.  Sorry can't be more helpful",
9,,,,,,,,,,
9,,,,,,,,,,
10,Achillea millefolium,,,,,,,,,
10,Asclepias syriaca ,,2,,,,,,,
10,Berteroa incana,,,,,,,,,
10,Capsella bursa-pastoris ,,,,,,,,,
10,Cerastium fontanum ,,,,,,,,,
10,Dactylis glomerata ,10,,124,,,153,175,,
10,Draba verna ,1,,,101,,110,131,,
10,Elymus repens ,,,,,,,,,
10,Erigeron annuus ,,,,,,,,,
10,Festuca spp. ,,,,,,,,,
10,Oxalis stricta ,4,,<138,138,153,175,,,
10,Phleum pratense ,,,,,,,,,
10,Plantago lanceolata ,25,,138,144,,153,175,"fl/dry 206, dry fl 228",
10,Poa trivialis,20,,124,144,,153,175,,
10,Potentilla argentea ,,,,,,,,,
10,Rumex crispus ,,,,,,,,,
10,Silene alba ,,2,131,144,,153,,"fl/dry 228, dry 242, buds 263, fl/dry 284, still fl/dry 290, gone 306",
10,Tanacetum vulgare ,7,,236,242,255,276,,"still fl/dry 290, gone 306",
10,Taraxacum officinale ,1,,,124,,,,,
10,Trifolium pratense ,,,,,,,,,
10,Trifolium repens ,,,,,,,,,
10,Veronica arvensis ,3,,,,,,138,,
10,Conyza canadensis,7,,187,200,,206,213,,
10,Setaria glauca,10,,,,236,242,,,
10,Oenothera biennis,1,,228,236,,242,255,fl/dry 270,
10,,,,,,,,,,
10,,,,,,,,,,
11,Achillea millefolium,1,,124,,165,,,,
11,Asclepias syriaca ,,,,,,,,,
11,Berteroa incana,,,,,,,,,
11,Capsella bursa-pastoris ,,,,,,,,,
11,Cerastium fontanum ,,,,,,,,,
11,Dactylis glomerata ,5,,131,,158,,175,,
11,Draba verna ,,,,,,131,144,,
11,Elymus repens ,,,,,,,,,
11,Erigeron annuus ,,1,,,,263,,,
11,Festuca spp. ,,,,,,,,,
11,Oxalis stricta ,1,,<138,138,,,222,,
11,Phleum pratense ,,,,,,,,,
11,Plantago lanceolata ,10,,131,,,153,175,,
11,Poa trivialis,10,,138,,,153,175,,
11,Potentilla argentea ,,,,,,,,,
11,Rumex crispus ,,,,,,,,,
11,Silene alba ,5,,138,,153,165,,"new buds 175, open fl 200, 222 dry fl, 253 fl/dry, 290 still fl/dry, gone 306",
11,Tanacetum vulgare ,30,,180,200,206,222,236,"new buds 236, fl 242, fl/dry 252, fl/dry 290, dry fl 306",
11,Taraxacum officinale ,,,,,,,,,
11,Trifolium pratense ,,,,,,,,,
11,Trifolium repens ,,,,,,,,,
11,Veronica arvensis ,5,,,124,,,138,,
11,Oenothera biennis,5,,,,,290,,gone 306,
11,Linneria vulgaris,2,,,222,,,,,
11,Conyza canadensis,,3,,,206,,<263,,
11,Setaria glauca,5,,,,,222,242,,
12,Achillea millefolium,10,,131,153,158,192,206,"222- few open flowers, 255- 7 plants present",
12,Asclepias syriaca ,,4,153,175,,,,,
12,Berteroa incana,,,,,,,,,
12,Capsella bursa-pastoris ,,,,,,144,,,
12,Cerastium fontanum ,5,,138,144,153,158,165,,
12,Dactylis glomerata ,5,,138,,153,,,,
12,Draba verna ,7,,,96,,110,138,,
12,Elymus repens ,,,,,,,,,
12,Erigeron annuus ,,,,,,,,,
12,Festuca spp. ,,,,,,,,,
12,Oxalis stricta ,,,,,,,,,
12,Phleum pratense ,,,,,,,,,
12,Plantago lanceolata ,10,,144,,,153,213,,
12,Poa trivialis,5,,131,153,,165,,,
12,Potentilla argentea ,,,,,,,,,
12,Rumex crispus ,,2,200,222,228,236,,gone 306,
12,Silene alba ,,,,,,,,,
12,Tanacetum vulgare ,,2,,,,,,,
12,Taraxacum officinale ,,,,,,,,,
12,Trifolium pratense ,,,,,,,,,
12,Trifolium repens ,,,,,,,,,
12,Veronica arvensis ,10,,,117,,,153,,
12,Oenothera biennis,,,,222,236,252,276,,
12,Lepidium virginicum,,1,,,,,,,
12,Conyza canadensis,,10,,213,228,236,242,,
12,Setaria glauca,2,,,,228,242,252,,
12,Setaria viridens,2,,,228,,,236,,
13,Achillea millefolium,12,,,124,153,187,200,,
13,Asclepias syriaca ,,2,,,,,,,
13,Berteroa incana,,,,,,,,,
13,Capsella bursa-pastoris ,1,,117,117,124,124,153,,
13,Cerastium fontanum ,,,,,,,,,
13,Dactylis glomerata ,1,,158,,,,,,
13,Draba verna ,3,,,96,,110,131,,
13,Elymus repens ,,,,,,,,,
13,Erigeron annuus ,1,,,153,165,175,,,
13,Festuca spp. ,4,,144,153,,,175,,
13,Oxalis stricta ,,,,,,,,,
13,Phleum pratense ,,,,,,,,,
13,Plantago lanceolata ,1,,,,,153,165,"175- buds, flowers and dry flowers",
13,Poa trivialis,10,,110,144,,153,165,,
13,Potentilla argentea ,5,,131,,153,158,<<222,"255 new flowers, 276- fl/dry, 290 dry f",
13,Rumex crispus ,,1,,,,153,,,
13,Silene alba ,2,,124,138,144,153,,"242- fl/dry (5 plants), dry 252, fl/dry 290, dry fl 306",
13,Tanacetum vulgare ,2,,,255,263,270,,,
13,Taraxacum officinale ,5,,110,110,117,117,124,flower 144,
13,Trifolium pratense ,,,,,,,,,
13,Trifolium repens ,,,,,,,,,
13,Veronica arvensis ,5,,,124,,,153,,
13,Conyza canadensis,10,,187,192,,,206,"open fl 228, fl/dry 242, dry fl 252",
13,Setaria glauca,80,,,,,,,,
13,Digitaria ischaemum,,,,,,,,,
13,Chenopodium album,,1,,,,,,,
13,,,,,,,,,,
13,,,,,,,,,,
14,Achillea millefolium,10,,124,,153,187,192,,
14,Asclepias syriaca ,5,,153,,,,,,
14,Berteroa incana,,,,,,,,,
14,Capsella bursa-pastoris ,,,,,,,,,
14,Cerastium fontanum ,,,,,,,,,
14,Dactylis glomerata ,,,,,,,,,
14,Draba verna ,,,,,,,,,
14,Elymus repens ,,,,,,,,,
14,Erigeron annuus ,2,,153,158,165,175,206,"fl/dry 252, gone 306",
14,Festuca spp. ,5,,144,,153,,,,
14,Oxalis stricta ,,,138,144,,,,,
14,Phleum pratense ,,,,,,,,,
14,Plantago lanceolata ,5,,,,,175,<<222,,
14,Poa trivialis,,,131,,,,,,
14,Potentilla argentea ,20,,124,144,153,158,<192,"242- new buds and flowers, 252- open fl, 276- fl/dry, 284- dry, 290- fl/dry, still fl/dry 306, dry 311.",
14,Rumex crispus ,,5,138,,,153,165,,
14,Silene alba ,,4,<144,144,,153,<<222,"open fl 228, dry 276",
14,Tanacetum vulgare ,,,,,,,,,
14,Taraxacum officinale ,2,,<117,117,124,131,144,,
14,Trifolium pratense ,,,,,,,,,
14,Trifolium repens ,,,,,,,,,
14,Veronica arvensis ,,,,,,,,,
14,Solidago canadensis,3,,200,206,222,236,242,"fl/dry 263, buds/fl 276, fl/dry 284, still fl/dry 311, dry fl 325",
14,Conyza canadensis,10,,175,192,200,206,<<255,,
14,Oenothera biennis,,1,,,252,276,,still fl/dry 290,
14,Lepidium virginicum,,1,,,165,175,,gone 306,
14,Setaria glauca,2,,,,228,,242,,
14,,,,,,,,,,
15,Achillea millefolium,5,,124,153,158,,,,
15,Asclepias syriaca ,3,,,,,,,,
15,Berteroa incana,,,,,,,,,
15,Capsella bursa-pastoris ,,,,,,,,,
15,Cerastium fontanum ,,,,,,,,,
15,Dactylis glomerata ,2,,,,153,,,,
15,Draba verna ,,,,,,,,,
15,Elymus repens ,,,,,,,,,
15,Erigeron annuus ,2,,,,,252,,,
15,Festuca spp. ,2,,153,158,165,175,180,red fescue,
15,Oxalis stricta ,,,,,,,,,
15,Phleum pratense ,,,,,,,,,
15,Plantago lanceolata ,,,<144,144,,,,,
15,Poa trivialis,15,,131,153,,158,,,
15,Potentilla argentea ,5,,131,,153,187,<222,"new flowers- bud/fl 252, no flowers 290",
15,Rumex crispus ,,2,138,,,153,165,,
15,Silene alba ,4,,,153,158,175,180,"new dry fl 276, fl/dry 290, still fl/dry 306, dry fl 311.",
15,Tanacetum vulgare ,10,,,252,263,270,290,,
15,Taraxacum officinale ,4,,,124,138,<144,144,,
15,Trifolium pratense ,,,,,,,,,
15,Trifolium repens ,,,,,,,,,
15,Veronica arvensis ,,,,,,,,,
15,Conyza canadensis,,10,187,200,,206,<222,,
15,Setaria glauca,15,,,,236,242,255,,
15,Oenothera biennis,5,,222,228,236,242,255,new dry fl 306,
15,Lepidium virginicum,,1,,,,165,,,
15,,,,,,,,,,
16,Achillea millefolium,2,,124,153,165,,,,
16,Asclepias syriaca ,3,,,,,,,,
16,Berteroa incana,,,,,,,,,
16,Capsella bursa-pastoris ,,,,,,,,,
16,Cerastium fontanum ,,,138,,,,,,
16,Dactylis glomerata ,2,,,,153,175,<<222,,
16,Draba verna ,,,,,,,,,
16,Elymus repens ,70,,,175,180,187,192,,
16,Erigeron annuus ,1,,,165,,213,255,,
16,Festuca spp. ,,,,,,,,,
16,Oxalis stricta ,,,,,,,,,
16,Phleum pratense ,,,,,,,,,
16,Plantago lanceolata ,,,,,,,,,
16,Poa trivialis,5,,138,153,,165,,,
16,Potentilla argentea ,,,,,,,,,
16,Rumex crispus ,,,,,,,,,
16,Silene alba ,5,,138,,,153,,"new fl- fl/dry 242, 255- dry fl, 290- new fl",
16,Tanacetum vulgare ,4,,,,,,,,
16,Taraxacum officinale ,1,,,124,,,,,
16,Trifolium pratense ,,,,,,,,,
16,Trifolium repens ,,,,,,,,,
16,Veronica arvensis ,2,,,124,,,153,,
16,Conyza canadensis,7,,200,206,213,228,236,,
16,Oenothera biennis,,2,,,,263,,,
16,Setaria glauca,,,,,,222,252,,
16,Digitaria ischaemum,1,,,236,,242,255,,
16,Heiracium canadensis,,1,,,,,255,Canadian Hawkweed,
16,,,,,,,,,,
17,Achillea millefolium,,,,,,,,,
17,Asclepias syriaca ,7,,,,,,,,
17,Berteroa incana,,1,,175,,,,,
17,Capsella bursa-pastoris ,,,,,,,,,
17,Cerastium fontanum ,,,,,,,,,
17,Dactylis glomerata ,,,,,,,,,
17,Draba verna ,1,,<117,,,117,144,,
17,Elymus repens ,25,,,175,187,,192,,
17,Erigeron annuus ,1,,165,,228,276,,"242- can't find, 263- buds, 284- fl/dry, still fl/dry 290, gone 306",
17,Festuca spp. ,10,,153,158,,175,<<206,,
17,Oxalis stricta ,,,,,,,,,
17,Phleum pratense ,,,,,,,,,
17,Plantago lanceolata ,5,,,,,175,,,
17,Poa trivialis,20,,131,153,,,175,,
17,Potentilla argentea ,,,,,,,,,
17,Rumex crispus ,,1,,,,,,,
17,Silene alba ,2,,138,158,165,175,180,,
17,Tanacetum vulgare ,3,,,236,242,263,,gone 290. probably in clip plot.,
17,Taraxacum officinale ,,,,,,,,,
17,Trifolium pratense ,,,,,,,,,
17,Trifolium repens ,,,,,,,,,
17,Veronica arvensis ,5,,,117,,,138,,
17,Setaria glauca,60,,228,,,236,242,,
17,Conyza canadensis,10,,192,200,,213,236,,
17,Oenothera biennis,2,,206,213,236,242,255,222- lots of buds parasitized before opening (note by Grace.  Not sure what she meant- Carol),
17,Lepidium virginicum,,,,,,175,,,
18,Achillea millefolium,,1,131,153,165,,,,
18,Asclepias syriaca ,7,,,,,,,,
18,Berteroa incana,,,,,,,,,
18,Capsella bursa-pastoris ,,,,,,,,,
18,Cerastium fontanum ,,,,,,,,,
18,Dactylis glomerata ,2,,,,,153,,,
18,Draba verna ,5,,,96,,110,138,,
18,Elymus repens ,20,,,,,180,,,
18,Erigeron annuus ,3,,153,,165,206,242,fl/dry 270. gone 276,
18,Festuca spp. ,,,,,,,,,
18,Oxalis stricta ,,,,,,,,,
18,Phleum pratense ,,,,,,,,,
18,Plantago lanceolata ,1,,144,,,175,,,
18,Poa trivialis,5,,131,,153,165,175,,
18,Potentilla argentea ,,,,,,,,,
18,Rumex crispus ,,,,,,,,,
18,Silene alba ,,,,,,,,,
18,Tanacetum vulgare ,5,,200,,222,228,242,"318- fl/dry, 332- dry fl",
18,Taraxacum officinale ,2,,,124,131,<144,144,,
18,Trifolium pratense ,,,,,,,,,
18,Trifolium repens ,,,,,,,,,
18,Veronica arvensis ,10,,,117,,,138,,
18,Conyza canadensis,5,,187,200,,206,222,,
18,Setaria glauca,20,,,213,,236,242,,
18,Lepidium virginicum,,1,,,,175,,"fl/dry 228, gone <332",
18,,,,,,,,,,
18,,,,,,,,,,
19,Achillea millefolium,,,,,,,,,
19,Asclepias syriaca ,,,,,,,,,
19,Berteroa incana,,,,,,,,,
19,Capsella bursa-pastoris ,5,,,117,117,117,158,,
19,Cerastium fontanum ,,,,,,,,,
19,Dactylis glomerata ,,,,,,,,,
19,Draba verna ,2,,,96,,110,144,,
19,Elymus repens ,10,,,175,187,,,,
19,Erigeron annuus ,1,,,,165,175,242,few flowers still 252 (fl/dry).  Can't find it 270,
19,Festuca spp. ,,,,,,,,,
19,Oxalis stricta ,,,138,144,,,,,
19,Phleum pratense ,,,,,,,,,
19,Plantago lanceolata ,4,,138,144,,153,175,,
19,Poa trivialis,,,131,144,,165,175,,
19,Potentilla argentea ,,,,,,,,,
19,Rumex crispus ,3,,138,,,,153,,
19,Silene alba ,3,,<144,144,,,153,"175- buds/fl, 200- dry fl.  267- buds/fl, gone 306",
19,Tanacetum vulgare ,,1,,,158,,,,
19,Taraxacum officinale ,,,,,,,,,
19,Trifolium pratense ,,,,,,,,,
19,Trifolium repens ,,,,,,,,,
19,Veronica arvensis ,10,,,117,,,138,,
19,Setaria glauca,15,,,,,228,242,,
19,Conyza canadensis,10,,187,192,200,206,222,new set of buds and flowers 222. dry fl 255,
19,Digitaria ischaemum,,,,,,,,,
19,Polygonum aviculare,1,,,144,153,,,,
19,Lepidium virginicum,1,,,,,175,,,
19,,,,,,,,,,
20,Achillea millefolium,,,,,,,,,
20,Asclepias syriaca ,5,,144,153,158,165,,22 plants 255,
20,Berteroa incana,1,,,153,,175,,can't find it 263,
20,Capsella bursa-pastoris ,2,,,110,,124,144,,
20,Cerastium fontanum ,,,,131,,,,,
20,Dactylis glomerata ,,,<144,144,,,,,
20,Draba verna ,1,,,96,,110,124,,
20,Elymus repens ,,,,,,,,,
20,Erigeron annuus ,,,,,335,339,346,late bloomer. Gone 346?  Bunny ate?,
20,Festuca spp. ,,,,,,,,,
20,Oxalis stricta ,5,,,101,117,,153,,
20,Phleum pratense ,,,,,,,,,
20,Plantago lanceolata ,2,,,,,,153,,
20,Poa trivialis,10,,124,144,,,,,
20,Potentilla argentea ,,,,,,,,,
20,Rumex crispus ,,,,,,,,,
20,Silene alba ,5,,124,131,138,144,180,"fl 206, fl/dry 236, dry fl 270, open fl 284, still open 290, fl/dry 306, dry fl 311",
20,Tanacetum vulgare ,,,,,,,,,
20,Taraxacum officinale ,2,,110,110,117,117,,,
20,Trifolium pratense ,,,,,,,,,
20,Trifolium repens ,,,,,,,,,
20,Veronica arvensis ,50,,,101,,,138,,
20,Conyza canadensis,,12,187,192,200,206,213,,
20,Lepidium virginicum,3,,,153,,158,187,"fl/dry 306, still fl/dry 353, dry fl 361",
20,Setaria glauca,,,,,,200,222,"255- fl/dry, 263- dry fl",
20,,,,,,,,,,
20,,,,,,,,,,
20,,,,,,,,,,
