year,month,day,plot #,warming treatment,precip treatment,avg temp,min temp,max temp
2010,January,4,20,3,2,2.084440296,-2.867412,7.951692
2010,January,4,21,3,0,0.846770875,-4.024327,4.152253
2010,January,4,24,0,0,-2.3275619,-8.351418,2.349
2010,January,4,25,0,2,-3.074447307,-10.013591,1.987707
2010,January,4,28,3,2,0.734049211,-5.011673,6.56886
2010,January,4,29,3,1,0.706215918,-4.263257,2.853943
2010,January,4,32,0,1,-2.409049593,-8.208327,2.895614
2010,January,4,33,0,0,-2.449034939,-7.612909,2.509377
2010,January,4,36,3,0,1.358197154,-3.431943,6.949994
2010,January,5,1,0,0,-1.185697514,-5.499571,1.09275
2010,January,5,4,3,0,2.539763718,-1.208143,5.154015
2010,January,5,5,3,1,1.619879757,-2.920271,4.450177
2010,January,5,8,0,1,-2.3058163,-7.576105,0.134819
2010,January,5,9,3,2,1.099042732,-3.342082,3.814858
2010,January,5,12,0,2,-2.904183189,-8.006178,-0.470812
2010,January,5,13,3,1,1.531219114,-3.346681,4.537824
2010,January,5,16,0,1,-2.452587418,-8.382351,0.14313
2010,January,5,17,0,2,-0.934898393,-6.54101,1.547666
2010,January,5,20,3,2,3.066901086,-0.745968,5.624169
2010,January,5,21,3,0,2.097610993,-1.704917,4.880849
2010,January,5,24,0,0,-1.747800307,-6.054786,0.767006
2010,January,5,25,0,2,-2.307826139,-7.818193,0.031484
2010,January,5,28,3,2,1.820776975,-2.695051,4.903468
2010,January,5,29,3,1,2.229405261,-1.950374,4.85386
2010,January,5,32,0,1,-1.784660454,-6.7914,0.58285
2010,January,5,33,0,0,-1.975137093,-6.04542,0.433773
2010,January,5,36,3,0,2.187460671,-0.9549,5.685165
2010,January,6,1,0,0,-3.33750585,-9.359736,1.087626
2010,January,6,4,3,0,0.1187265,-5.480848,5.648574
2010,January,6,5,3,1,-0.8856451,-5.759355,3.758979
2010,January,6,8,0,1,-5.086209325,-12.380795,-0.610796
2010,January,6,9,3,2,-1.651769836,-5.96439,2.557304
2010,January,6,12,0,2,-6.060397586,-13.047454,-2.166911
2010,January,6,13,3,1,-1.075721511,-6.516356,4.346016
2010,January,6,16,0,1,-5.358979114,-12.912501,-0.809438
2010,January,6,17,0,2,-3.803577036,-11.032625,0.581644
2010,January,6,20,3,2,0.473914343,-3.846473,5.657214
2010,January,6,21,3,0,-0.272804857,-5.715212,5.392855
2010,January,6,24,0,0,-4.091686586,-10.265697,0.264771
2010,January,6,25,0,2,-4.987589261,-12.145133,-1.211586
2010,January,6,28,3,2,-0.566466264,-5.870652,5.643606
2010,January,6,29,3,1,-0.1320026,-4.286775,4.475367
2010,January,6,32,0,1,-4.415538364,-11.191813,0.05247
2010,January,6,33,0,0,-4.182988582,-10.378043,0.378697
2010,January,6,36,3,0,0.488893093,-3.435841,6.446537
2010,January,7,1,0,0,-2.153114943,-6.460193,2.810429
2010,January,7,4,3,0,0.828904777,-4.155246,7.43778
2010,January,7,5,3,1,-0.44307016,-4.774839,6.342579
2010,January,7,8,0,1,-4.221163344,-8.419393,1.618269
2010,January,7,9,3,2,-1.215205748,-4.720023,5.452164
2010,January,7,12,0,2,-5.358083805,-9.603038,0.403448
2010,January,7,13,3,1,-0.570197904,-4.931401,6.511544
2010,January,7,16,0,1,-4.678754106,-9.099479,1.294155
2010,January,7,17,0,2,-3.102422365,-7.560694,2.839567
2010,January,7,20,3,2,0.998853521,-2.724441,7.640689
2010,January,7,21,3,0,0.567264645,-3.836626,7.669946
2010,January,7,24,0,0,-3.095453142,-7.029787,1.804272
2010,January,7,25,0,2,-4.103739773,-8.474245,1.379494
2010,January,7,28,3,2,-0.129199387,-4.349519,6.844247
2010,January,7,29,3,1,0.193955578,-3.273365,6.998678
2010,January,7,32,0,1,-3.585979021,-7.602285,2.183551
2010,January,7,33,0,0,-2.966129996,-6.926801,2.57962
2010,January,7,36,3,0,1.110729869,-2.716278,7.659486
2010,January,8,1,0,0,-3.503173668,-7.914214,-0.258129
2010,January,8,4,3,0,0.231487495,-4.368858,4.450065
2010,January,8,5,3,1,-0.949009304,-5.986632,4.380606
2010,January,8,8,0,1,-5.058215498,-10.820486,-1.160945
2010,January,8,9,3,2,-1.512895823,-6.638426,3.265891
2010,January,8,12,0,2,-5.732383633,-11.844249,-2.115583
2010,January,8,13,3,1,-1.169838919,-7.184254,4.349262
2010,January,8,16,0,1,-5.218648548,-11.604186,-0.983927
2010,January,8,17,0,2,-3.69519641,-9.947014,0.542449
2010,January,8,20,3,2,0.407530484,-4.533727,5.408787
2010,January,8,21,3,0,-0.228719332,-4.873379,4.099025
2010,January,8,24,0,0,-4.182351488,-8.546393,-0.928863
2010,January,8,25,0,2,-4.885239131,-11.043592,-1.036517
2010,January,8,28,3,2,-0.682299926,-6.044016,5.246932
2010,January,8,29,3,1,-0.269034477,-4.652939,4.792535
2010,January,8,32,0,1,-4.490350756,-9.990815,-0.334531
2010,January,8,33,0,0,-4.42353064,-8.849555,-1.014091
2010,January,8,36,3,0,-0.224645145,-3.911478,4.206845
2010,January,9,1,0,0,-6.699460728,-12.829632,-1.721448
2010,January,9,4,3,0,-2.766160269,-8.544346,2.870911
2010,January,9,5,3,1,-4.375736042,-10.898,1.718769
2010,January,9,8,0,1,-9.050009007,-16.406175,-3.696317
2010,January,9,9,3,2,-5.039218583,-10.856759,1.032228
2010,January,9,12,0,2,-10.12292136,-17.61779,-5.205417
2010,January,9,13,3,1,-4.440856226,-10.881666,1.545381
2010,January,9,16,0,1,-9.420120233,-17.09662,-4.084212
2010,January,9,17,0,2,-7.873820774,-15.474341,-2.407863
2010,January,9,20,3,2,-2.840321106,-8.548469,3.006456
2010,January,9,21,3,0,-3.330456703,-9.618083,3.1877
2010,January,9,24,0,0,-7.501793784,-13.7257,-2.753962
2010,January,9,25,0,2,-8.752436028,-16.035726,-4.341121
2010,January,9,28,3,2,-3.882955385,-9.75123,2.915093
2010,January,9,29,3,1,-3.395927855,-8.485774,2.002514
2010,January,9,32,0,1,-8.275634251,-15.370198,-3.174609
2010,January,9,33,0,0,-7.603326954,-14.09846,-2.527956
2010,January,9,36,3,0,-2.551836194,-7.776665,3.726232
2010,January,10,1,0,0,-9.158980418,-16.009694,-1.446217
2010,January,10,4,3,0,-5.100855174,-12.525923,3.243337
2010,January,10,5,3,1,-7.018957635,-14.010556,1.846927
2010,January,10,8,0,1,-12.07937758,-19.507874,-3.394794
2010,January,10,9,3,2,-7.150095972,-13.096836,1.743078
2010,January,10,12,0,2,-13.11359021,-20.235232,-4.579413
2010,January,10,13,3,1,-6.875249298,-13.761883,2.417947
2010,January,10,16,0,1,-12.47043139,-19.759036,-3.874597
2010,January,10,17,0,2,-10.98592944,-18.493461,-2.332959
2010,January,10,20,3,2,-5.286195521,-11.512969,3.186366
2010,January,10,21,3,0,-5.512722181,-11.836786,3.062633
2010,January,10,24,0,0,-9.808394443,-16.015111,-2.065636
2010,January,10,25,0,2,-11.83672959,-19.160635,-3.878913
2010,January,10,28,3,2,-5.924720691,-12.141477,4.287014
2010,January,10,29,3,1,-5.290901571,-10.726402,3.52204
2010,January,10,32,0,1,-11.07765198,-18.27796,-2.779825
2010,January,10,33,0,0,-10.18946405,-17.287976,-2.125918
2010,January,10,36,3,0,-4.152040326,-9.888212,4.8048
2010,January,11,1,0,0,-5.63181611,-13.933536,2.302288
2010,January,11,4,3,0,-1.717835919,-10.621798,6.289486
2010,January,11,5,3,1,-3.582377827,-12.542741,5.548513
2010,January,11,8,0,1,-8.034833064,-17.188422,1.10686
2010,January,11,9,3,2,-3.973269272,-12.061459,4.967264
2010,January,11,12,0,2,-8.934846951,-17.671664,-0.372664
2010,January,11,13,3,1,-3.779620968,-12.943741,5.928887
2010,January,11,16,0,1,-8.491451473,-17.305405,0.45789
2010,January,11,17,0,2,-7.047130813,-16.03137,2.033685
2010,January,11,20,3,2,-2.232122703,-10.808057,7.065785
2010,January,11,21,3,0,-1.982906742,-10.556999,6.367179
2010,January,11,24,0,0,-6.10499676,-13.974103,1.490191
2010,January,11,25,0,2,-7.998572827,-16.93227,0.317209
2010,January,11,28,3,2,-2.889069611,-11.525922,6.403713
2010,January,11,29,3,1,-2.399065,-10.514989,5.946511
2010,January,11,32,0,1,-7.312531876,-15.92918,1.280548
2010,January,11,33,0,0,-6.6000307,-15.121813,1.649013
2010,January,11,36,3,0,-1.334625042,-9.194557,8.177137
2010,January,12,1,0,0,-2.894793645,-9.885298,2.718808
2010,January,12,4,3,0,0.761601709,-5.806464,8.538981
2010,January,12,5,3,1,-0.464849755,-8.136103,7.057741
2010,January,12,8,0,1,-4.504512046,-12.685335,1.607029
2010,January,12,9,3,2,-1.185184957,-9.051209,6.837067
2010,January,12,12,0,2,-5.385170259,-14.026745,0.540344
2010,January,12,13,3,1,-0.664233809,-8.775168,7.106099
2010,January,12,16,0,1,-4.75110495,-12.814928,1.410035
2010,January,12,17,0,2,-3.254192546,-11.367861,2.859947
2010,January,12,20,3,2,0.810508511,-6.781538,8.396773
2010,January,12,21,3,0,0.404394812,-6.50068,7.415614
2010,January,12,24,0,0,-3.551630972,-10.587448,1.970364
2010,January,12,25,0,2,-4.34135244,-12.036116,1.28125
2010,January,12,28,3,2,-0.112225479,-7.567364,8.611167
2010,January,12,29,3,1,0.165936294,-7.336307,7.815363
2010,January,12,32,0,1,-3.973785177,-11.766564,1.905954
2010,January,12,33,0,0,-3.757180199,-11.041521,1.851483
2010,January,12,36,3,0,0.484320652,-6.455728,9.488732
2010,January,13,1,0,0,-5.926817943,-12.57476,-0.699086
2010,January,13,4,3,0,-2.111515516,-8.974206,4.370081
2010,January,13,5,3,1,-3.626309823,-11.197012,2.904934
2010,January,13,8,0,1,-7.864030527,-15.877031,-2.076407
2010,January,13,9,3,2,-4.184795721,-11.614064,3.046943
2010,January,13,12,0,2,-8.806140905,-17.111774,-3.419887
2010,January,13,13,3,1,-3.733648318,-11.598625,2.788306
2010,January,13,16,0,1,-8.138225551,-16.43345,-2.447174
2010,January,13,17,0,2,-6.647057247,-14.889161,-1.013575
2010,January,13,20,3,2,-2.32759258,-9.582244,3.754214
2010,January,13,21,3,0,-2.416933004,-9.051418,3.492967
2010,January,13,24,0,0,-6.422613336,-13.055106,-1.304067
2010,January,13,25,0,2,-7.642874527,-15.522295,-2.448989
2010,January,13,28,3,2,-3.171266495,-10.592373,3.754839
2010,January,13,29,3,1,-2.775261339,-9.666569,4.087268
2010,January,13,32,0,1,-7.219631413,-14.952601,-1.549335
2010,January,13,33,0,0,-6.909855138,-13.902818,-1.316788
2010,January,13,36,3,0,-2.0803517,-8.502829,5.648602
2010,January,14,1,0,0,-2.915693121,-10.116963,2.81274
2010,January,14,4,3,0,1.026459361,-6.890709,7.417541
2010,January,14,5,3,1,-0.986488236,-8.721353,6.550109
2010,January,14,8,0,1,-5.251642393,-12.934207,1.480229
2010,January,14,9,3,2,-1.490172696,-9.264326,7.181735
2010,January,14,12,0,2,-6.327877821,-13.690917,-0.178699
2010,January,14,13,3,1,-1.131460021,-9.321419,7.338778
2010,January,14,16,0,1,-5.818752732,-13.109361,0.95868
2010,January,14,17,0,2,-4.284205986,-11.726666,2.951358
2010,January,14,20,3,2,0.356067325,-7.514335,9.277254
2010,January,14,21,3,0,0.769873546,-6.643499,8.223926
2010,January,14,24,0,0,-3.669492393,-10.497329,1.857156
2010,January,14,25,0,2,-5.373533293,-13.014869,0.840257
2010,January,14,28,3,2,-0.543241979,-8.682327,8.52409
2010,January,14,29,3,1,-0.103742911,-7.653478,7.745604
2010,January,14,32,0,1,-4.6574589,-11.978687,2.243933
2010,January,14,33,0,0,-3.761654079,-11.254827,2.42713
2010,January,14,36,3,0,1.005840875,-6.845441,9.448122
2010,January,15,1,0,0,1.501424795,-2.729747,3.796598
2010,January,15,4,3,0,5.6264583,0.656885,10.851292
2010,January,15,5,3,1,4.624919205,-1.107786,9.492468
2010,January,15,8,0,1,0.513621198,-4.991065,3.215744
2010,January,15,9,3,2,4.044860611,-1.817349,9.082811
2010,January,15,12,0,2,-0.259292219,-5.81829,2.156274
2010,January,15,13,3,1,4.41812389,-1.611384,10.034602
2010,January,15,16,0,1,0.134325442,-5.662486,2.527749
2010,January,15,17,0,2,1.745776777,-3.875205,4.348745
2010,January,15,20,3,2,5.96943211,0.102404,11.528014
2010,January,15,21,3,0,5.073801855,0.165194,10.699268
2010,January,15,24,0,0,0.532544622,-3.447395,2.641783
2010,January,15,25,0,2,0.629522219,-5.445169,3.427547
2010,January,15,28,3,2,4.86701794,-1.189251,10.111322
2010,January,15,29,3,1,5.083094601,-0.493555,9.593231
2010,January,15,32,0,1,1.007934311,-4.394035,3.876931
2010,January,15,33,0,0,0.895307527,-3.456379,3.428648
2010,January,15,36,3,0,5.29486559,0.481644,11.999336
2010,January,16,1,0,0,1.13279906,-2.930026,5.939646
2010,January,16,4,3,0,4.650375823,-3.05643,11.080268
2010,January,16,5,3,1,4.120995855,-0.411393,10.435698
2010,January,16,8,0,1,-0.451517721,-4.72051,3.387555
2010,January,16,9,3,2,3.439941233,-0.832544,9.829562
2010,January,16,12,0,2,-1.310517141,-5.423966,2.204807
2010,January,16,13,3,1,3.290380283,-3.353899,10.581033
2010,January,16,16,0,1,-0.945293686,-5.477842,3.022142
2010,January,16,17,0,2,0.652689933,-3.401801,4.368807
2010,January,16,20,3,2,5.552421117,0.924921,11.93699
2010,January,16,21,3,0,4.909936873,0.141159,11.927919
2010,January,16,24,0,0,0.19597817,-3.09333,3.322598
2010,January,16,25,0,2,-0.237654749,-4.807748,4.592831
2010,January,16,28,3,2,4.616400792,-0.030945,11.090958
2010,January,16,29,3,1,4.689673806,0.264248,11.285923
2010,January,16,32,0,1,0.107145117,-3.869485,4.05302
2010,January,16,33,0,0,0.443140314,-3.213187,3.742967
2010,January,16,36,3,0,5.002900982,-1.141758,13.078005
2010,January,17,1,0,0,2.401714982,-1.661638,6.28606
2010,January,17,4,3,0,5.288794812,1.051732,10.474667
2010,January,17,5,3,1,4.376039546,-0.281244,8.614479
2010,January,17,8,0,1,0.487308429,-3.935393,3.106263
2010,January,17,9,3,2,3.777455248,-0.520344,8.742657
2010,January,17,12,0,2,-0.284231234,-4.578,2.11703
2010,January,17,13,3,1,3.917288826,-0.163568,9.144946
2010,January,17,16,0,1,0.443741624,-3.982079,2.931995
2010,January,17,17,0,2,1.73297127,-2.849463,4.329349
2010,January,17,20,3,2,5.571971787,1.090452,10.480104
2010,January,17,21,3,0,5.04560045,1.402172,10.109549
2010,January,17,24,0,0,1.073152142,-2.207886,3.583179
2010,January,17,25,0,2,1.157247181,-3.313246,4.248851
2010,January,17,28,3,2,5.066573496,0.575909,9.879797
2010,January,17,29,3,1,4.81016122,0.452186,9.845256
2010,January,17,32,0,1,0.904051117,-3.576407,3.89531
2010,January,17,33,0,0,1.000818553,-2.74605,3.444182
2010,January,17,36,3,0,4.691530592,1.183199,10.996532
2010,January,18,1,0,0,1.964297844,0.987317,2.318806
2010,January,18,4,3,0,1.38399377,0.92998,2.096425
2010,January,18,5,3,1,1.715963793,0.938923,3.412492
2010,January,18,8,0,1,1.187790556,0.185601,1.562246
2010,January,18,9,3,2,1.419987356,1.036812,2.427442
2010,January,18,12,0,2,0.744209952,-0.172792,1.077598
2010,January,18,13,3,1,1.554702567,1.218933,1.919284
2010,January,18,16,0,1,1.257250437,0.268992,1.575315
2010,January,18,17,0,2,2.880409652,1.921934,3.297955
2010,January,18,20,3,2,2.836441437,1.835934,4.306535
2010,January,18,21,3,0,2.147825193,1.439041,3.792673
2010,January,18,24,0,0,1.181162004,0.304623,1.506296
2010,January,18,25,0,2,1.347850793,0.413132,1.754723
2010,January,18,28,3,2,2.405696785,1.549315,5.193617
2010,January,18,29,3,1,2.036697148,1.644948,4.56249
2010,January,18,32,0,1,1.594931378,0.65262,1.95112
2010,January,18,33,0,0,1.243097219,0.365897,1.595145
2010,January,18,36,3,0,1.780509959,1.575058,2.106548
2010,January,19,1,0,0,1.952084427,1.154912,2.298916
2010,January,19,4,3,0,2.609317797,1.704817,4.763969
2010,January,19,5,3,1,5.006085577,3.157163,6.560868
2010,January,19,8,0,1,1.220142274,0.206159,1.593866
2010,January,19,9,3,2,4.250826285,2.30247,5.447318
2010,January,19,12,0,2,0.756484278,-0.279224,1.099007
2010,January,19,13,3,1,1.902197534,1.457907,3.050807
2010,January,19,16,0,1,1.243891769,0.194403,1.626713
2010,January,19,17,0,2,2.858147858,1.775387,3.263743
2010,January,19,20,3,2,6.147832843,4.230803,7.33618
2010,January,19,21,3,0,4.659265039,3.295489,5.772705
2010,January,19,24,0,0,1.193080053,0.400744,1.500244
2010,January,19,25,0,2,1.371711164,0.255046,1.860364
2010,January,19,28,3,2,6.385901811,4.210581,8.269465
2010,January,19,29,3,1,5.652965584,4.422629,6.89595
2010,January,19,32,0,1,1.629430142,0.528723,2.109034
2010,January,19,33,0,0,1.28651548,0.452665,1.687801
2010,January,19,36,3,0,3.301633004,1.973529,5.32835
2010,January,20,1,0,0,1.118320032,-2.45652,3.005857
2010,January,20,4,3,0,3.774252007,-0.41255,7.919978
2010,January,20,5,3,1,4.47564655,-1.003648,11.799723
2010,January,20,8,0,1,-0.042948729,-4.916626,3.057468
2010,January,20,9,3,2,3.587529257,-1.931204,10.723639
2010,January,20,12,0,2,-0.777074836,-5.94705,2.217228
2010,January,20,13,3,1,2.628614875,-1.775521,7.37688
2010,January,20,16,0,1,-0.346258593,-5.525725,2.534098
2010,January,20,17,0,2,1.329177421,-3.869622,4.446696
2010,January,20,20,3,2,5.598344614,0.339444,11.46088
2010,January,20,21,3,0,4.445806954,0.580913,9.405601
2010,January,20,24,0,0,0.372036636,-3.144218,2.866305
2010,January,20,25,0,2,-0.125735364,-5.392664,2.957331
2010,January,20,28,3,2,4.996345261,-1.467136,14.839881
2010,January,20,29,3,1,4.935456593,-0.295238,13.2266
2010,January,20,32,0,1,0.394479482,-4.269514,3.293683
2010,January,20,33,0,0,0.477573764,-3.198021,2.768214
2010,January,20,36,3,0,4.131641218,0.15267,11.242565
2010,January,21,1,0,0,-1.501622059,-5.542492,2.93822
2010,January,21,4,3,0,2.411334511,-2.767509,7.538292
2010,January,21,5,3,1,0.779134706,-3.838346,7.786882
2010,January,21,8,0,1,-3.404627879,-8.177225,2.390443
2010,January,21,9,3,2,-0.208120456,-4.525931,6.480155
2010,January,21,12,0,2,-4.417315816,-8.93411,1.287842
2010,January,21,13,3,1,0.132292438,-4.663462,7.270155
2010,January,21,16,0,1,-4.092127489,-8.868365,1.723158
2010,January,21,17,0,2,-2.285528379,-6.986563,3.991216
2010,January,21,20,3,2,1.98591189,-2.630978,9.12967
2010,January,21,21,3,0,2.130106665,-2.008902,9.509123
2010,January,21,24,0,0,-2.162689702,-6.07358,1.862339
2010,January,21,25,0,2,-3.695366191,-8.13356,2.024289
2010,January,21,28,3,2,0.775941015,-4.067017,8.911493
2010,January,21,29,3,1,1.502493643,-3.100456,9.108621
2010,January,21,32,0,1,-2.792035294,-7.318883,3.109992
2010,January,21,33,0,0,-1.985247985,-6.10188,2.604086
2010,January,21,36,3,0,2.432484239,-1.83777,9.531092
2010,January,22,1,0,0,-2.305902014,-7.06134,3.080594
2010,January,22,4,3,0,1.470511886,-4.61288,7.916706
2010,January,22,5,3,1,-0.397043157,-5.90676,6.635132
2010,January,22,8,0,1,-4.57798331,-9.772743,2.103207
2010,January,22,9,3,2,-1.24978527,-6.274859,6.026961
2010,January,22,12,0,2,-5.455066584,-10.423621,1.426426
2010,January,22,13,3,1,-0.94407232,-6.52734,6.96585
2010,January,22,16,0,1,-5.152076342,-10.427997,1.829565
2010,January,22,17,0,2,-3.398329601,-8.731978,3.800001
2010,January,22,20,3,2,0.726346843,-4.704432,8.235121
2010,January,22,21,3,0,1.260823968,-3.847041,8.776748
2010,January,22,24,0,0,-3.000135324,-7.184863,1.889981
2010,January,22,25,0,2,-4.652875196,-9.812529,2.099352
2010,January,22,28,3,2,-0.386987174,-5.895895,8.250297
2010,January,22,29,3,1,0.344863662,-4.869518,7.51621
2010,January,22,32,0,1,-3.817846868,-8.977557,3.256617
2010,January,22,33,0,0,-2.851876491,-7.547056,2.694252
2010,January,22,36,3,0,1.344513249,-3.450932,8.152512
2010,January,23,1,0,0,-2.738496304,-7.635064,3.356289
2010,January,23,4,3,0,1.040380304,-4.567175,7.953215
2010,January,23,5,3,1,-1.413140958,-6.881544,6.557346
2010,January,23,8,0,1,-5.664882399,-11.178167,1.996773
2010,January,23,9,3,2,-2.275394657,-7.508122,5.964697
2010,January,23,12,0,2,-6.651378516,-11.941236,1.005805
2010,January,23,13,3,1,-1.79108018,-7.687636,6.735212
2010,January,23,16,0,1,-6.313911548,-11.81177,1.153857
2010,January,23,17,0,2,-4.557572173,-10.088683,3.734354
2010,January,23,20,3,2,-0.127856968,-5.280168,8.39395
2010,January,23,21,3,0,0.795622565,-4.460985,8.914681
2010,January,23,24,0,0,-3.568011145,-7.907083,1.936367
2010,January,23,25,0,2,-5.932598498,-10.939006,1.161259
2010,January,23,28,3,2,-1.262825654,-6.550542,8.320328
2010,January,23,29,3,1,-0.456374293,-5.374035,7.585187
2010,January,23,32,0,1,-4.802296721,-10.125532,3.082667
2010,January,23,33,0,0,-3.333312364,-8.281727,2.818238
2010,January,23,36,3,0,1.147355304,-4.035955,9.37934
2010,January,24,1,0,0,-0.510024879,-6.699308,3.492812
2010,January,24,4,3,0,3.481828585,-3.537792,9.926642
2010,January,24,5,3,1,2.008226096,-5.921457,7.725411
2010,January,24,8,0,1,-2.071520383,-10.231134,2.964421
2010,January,24,9,3,2,1.452954113,-6.76135,8.569198
2010,January,24,12,0,2,-2.712507684,-10.77777,1.821293
2010,January,24,13,3,1,1.681710021,-6.650544,8.283912
2010,January,24,16,0,1,-2.447412415,-10.808761,2.229128
2010,January,24,17,0,2,-0.783288355,-9.235687,4.128915
2010,January,24,20,3,2,3.241368918,-4.973942,8.954232
2010,January,24,21,3,0,3.124610649,-3.785,11.21029
2010,January,24,24,0,0,-1.224783355,-6.996595,2.233027
2010,January,24,25,0,2,-2.062485121,-10.288612,2.57182
2010,January,24,28,3,2,2.124428876,-6.18017,8.704793
2010,January,24,29,3,1,2.626535333,-4.969061,8.436268
2010,January,24,32,0,1,-1.515217649,-9.429213,3.439962
2010,January,24,33,0,0,-1.06605516,-7.501869,3.231602
2010,January,24,36,3,0,3.052635309,-3.477838,9.550122
2010,January,25,1,0,0,6.42627936,2.272284,12.129917
2010,January,25,4,3,0,10.05638424,5.754846,13.623188
2010,January,25,5,3,1,11.47767858,5.293996,14.848551
2010,January,25,8,0,1,4.584517318,1.522626,8.485011
2010,January,25,9,3,2,10.43581249,4.81421,14.519982
2010,January,25,12,0,2,3.432242191,1.042111,6.656786
2010,January,25,13,3,1,9.419548862,5.235804,13.536505
2010,January,25,16,0,1,4.38403282,1.476023,8.867788
2010,January,25,17,0,2,5.41851776,3.122754,8.187692
2010,January,25,20,3,2,12.62841995,6.989225,16.338426
2010,January,25,21,3,0,11.29003202,5.180271,15.066045
2010,January,25,24,0,0,5.290775841,1.410279,11.162868
2010,January,25,25,0,2,5.358746678,1.656735,10.764972
2010,January,25,28,3,2,11.60470876,5.468789,15.624674
2010,January,25,29,3,1,11.43564329,5.983209,14.924995
2010,January,25,32,0,1,5.080067763,2.034862,9.436281
2010,January,25,33,0,0,5.20943577,1.690518,9.836921
2010,January,25,36,3,0,9.921594671,5.624878,13.913707
2010,January,26,1,0,0,3.902823046,-1.207252,12.351272
2010,January,26,4,3,0,7.002713004,1.631792,14.435995
2010,January,26,5,3,1,6.795733776,1.261437,14.330153
2010,January,26,8,0,1,2.686355228,-2.318431,10.332893
2010,January,26,9,3,2,6.186777548,1.899515,13.251562
2010,January,26,12,0,2,2.029005975,-1.890081,8.519148
2010,January,26,13,3,1,6.115446847,1.827926,13.160075
2010,January,26,16,0,1,2.475958797,-1.645535,8.690783
2010,January,26,17,0,2,3.865315932,0.08669,9.914024
