YEAR,JD,Plot, Air 15 cm,7.5cm,Air_SD,7.5_SD
2004,205,6,18.465,24.07,0.03303,0.02355
2004,205,7,-99999,23.657,0,0.01628
2004,205,8,21.542999,17.747999,0.02548,0.06406
2004,205,9,18.573999,23.962,0.06763,0.02187
2004,205,10,18.073999,24.228001,0.03697,0.02048
2004,205,11,18.337,23.216999,0.04138,0.02119
2004,205,12,24.225,24.657,0.01923,0.00863
2004,205,13,18.267,24.281,0.01662,0.00461
2004,205,14,17.857,23.950001,0.01365,0.02036
2004,205,15,22.576,18.030001,0.01774,0.04308
2004,205,16,17.912001,24.083,0.02845,0.01973
2004,205,17,17.393999,-99999,0.03615,0
2004,205,18,17.912001,25.047001,0.02111,0.01886
2004,205,19,17.975,24.886,0.03063,0.01906
2004,205,20,17.966,25.076,0.05336,0.01926
2004,205,1,18.532,24.684999,0.02718,0.02167
2004,205,2,17.723,25.15,0.0457,0.0165
2004,205,3,17.964001,24.280001,0.03561,0.01551
2004,205,4,18.524,24.641001,0.03796,0.01318
2004,205,5,-99999,-99999,0,0
2004,205,6,18.388,23.995001,0.03388,0.02145
2004,205,7,-99999,23.607,0,0.01353
2004,205,8,21.500999,17.747,0.01241,0.07067
2004,205,9,18.558001,23.886999,0.06059,0.02066
2004,205,10,18.062,24.162001,0.03976,0.0186
2004,205,11,18.271999,23.149,0.04563,0.01771
2004,205,12,24.169001,24.634001,0.01382,0.00767
2004,205,13,18.306999,24.281,0.02064,0.00412
2004,205,14,17.854,23.882999,0.01661,0.01928
2004,205,15,22.514999,18.006001,0.01846,0.0289
2004,205,16,17.888,24.018,0.01709,0.01908
2004,205,17,17.386,-99999,0.04147,0
2004,205,18,17.882999,24.988001,0.01374,0.01643
2004,205,19,17.924,24.822001,0.02169,0.01894
2004,205,20,17.931,25.021,0.0451,0.01413
2004,205,1,18.497,24.612,0.03835,0.02031
2004,205,2,17.761999,25.086,0.05512,0.02104
2004,205,3,17.924,24.216999,0.0358,0.02221
2004,205,4,18.555,24.593,0.04213,0.0155
2004,205,5,-99999,-99999,0,0
2004,205,6,18.349001,23.924999,0.02009,0.0203
2004,205,7,-99999,23.559,0,0.01648
2004,205,8,21.455999,17.686001,0.00537,0.04051
2004,205,9,18.620001,23.823999,0.03619,0.01905
2004,205,10,18.209999,24.099001,0.04359,0.01919
2004,205,11,18.25,23.096001,0.05134,0.01345
2004,205,12,24.107,24.608,0.02229,0.00876
2004,205,13,18.284,24.275999,0.03704,0.00471
2004,205,14,17.882999,23.82,0.01378,0.01766
2004,205,15,22.458,17.914,0.01513,0.04963
2004,205,16,17.91,23.955,0.02103,0.01854
2004,205,17,17.408001,-99999,0.02638,0
2004,205,18,17.902,24.929001,0.02029,0.01824
2004,205,19,17.952,24.759001,0.03721,0.01896
2004,205,20,17.972,24.961,0.04046,0.02173
2004,205,1,18.476999,24.544001,0.03747,0.01979
2004,205,2,17.749001,25.021,0.04397,0.01494
2004,205,3,17.926001,24.152,0.0471,0.01829
2004,205,4,18.566999,24.546,0.0398,0.01451
2004,205,5,-99999,-99999,0,0
2004,205,6,18.325001,23.857,0.01581,0.0197
2004,205,7,-99999,23.507,0,0.01569
2004,205,8,21.417,17.736,0.01616,0.06111
2004,205,9,18.496,23.754999,0.07143,0.02359
2004,205,10,18.273001,24.035999,0.05954,0.01863
2004,205,11,18.201,23.047001,0.06277,0.01772
2004,205,12,24.045,24.582001,0.01808,0.0088
2004,205,13,18.281,24.267,0.02493,0.00442
2004,205,14,17.868999,23.759001,0.0136,0.01773
2004,205,15,22.41,17.896999,0.01507,0.02923
2004,205,16,17.923,23.895,0.02573,0.01718
2004,205,17,17.445,-99999,0.01584,0
2004,205,18,17.851,24.868999,0.02256,0.01674
2004,205,19,17.919001,24.697001,0.0405,0.01837
2004,205,20,17.992001,24.9,0.04893,0.01752
2004,205,1,18.469,24.476999,0.03347,0.01937
2004,205,2,17.791,24.976999,0.05685,0.01297
2004,205,3,17.92,24.093,0.04685,0.01683
2004,205,4,18.575001,24.499001,0.0262,0.01386
2004,205,5,-99999,-99999,0,0
2004,205,6,18.284,23.792,0.03044,0.01809
2004,205,7,-99999,23.457001,0,0.01412
2004,205,8,21.35,17.674,0.03113,0.05773
2004,205,9,18.441,23.684999,0.0576,0.01709
2004,205,10,18.222,23.976999,0.08126,0.01741
2004,205,11,18.242001,22.990999,0.03989,0.01557
2004,205,12,23.988001,24.556,0.01631,0.00806
2004,205,13,18.271,24.261,0.03088,0.00412
2004,205,14,17.844,23.701,0.01347,0.01623
2004,205,15,22.362,17.975,0.01373,0.05771
2004,205,16,17.936001,23.84,0.02471,0.0171
2004,205,17,17.423,-99999,0.03525,0
2004,205,18,17.827,24.813,0.02198,0.01688
2004,205,19,17.902,24.636999,0.02837,0.01739
2004,205,20,17.958,24.843,0.03604,0.01689
2004,205,1,18.472,24.416,0.03555,0.01827
2004,205,2,17.705,24.933001,0.04863,0.01458
2004,205,3,17.875999,24.046,0.02521,0.01218
2004,205,4,18.469999,24.458,0.04513,0.0123
2004,205,5,-99999,-99999,0,0
2004,205,6,18.277,23.732,0.02435,0.01771
2004,205,7,-99999,23.417,0,0.0112
2004,205,8,21.289,17.582001,0.00706,0.07255
2004,205,9,18.391001,23.629999,0.05977,0.01553
2004,205,10,18.142,23.922001,0.08346,0.01492
2004,205,11,18.27,22.941999,0.03055,0.01246
2004,205,12,23.941,24.531,0.0111,0.00708
2004,205,13,18.207001,24.257,0.02934,0.00401
2004,205,14,17.801001,23.649,0.01407,0.01601
2004,205,15,22.316,18.01,0.01531,0.02385
2004,205,16,17.882,23.785999,0.01646,0.0161
2004,205,17,17.344999,-99999,0.02606,0
2004,205,18,17.801001,24.761,0.01868,0.01432
2004,205,19,17.900999,24.58,0.02721,0.01679
2004,205,20,17.992001,24.795,0.04097,0.01336
2004,205,1,18.448999,24.354,0.02706,0.01824
2004,205,2,17.649,24.875999,0.05837,0.01491
2004,205,3,17.85,23.990999,0.03912,0.01905
2004,205,4,18.455,24.415001,0.03532,0.01347
2004,205,5,-99999,-99999,0,0
2004,205,6,18.225,23.673,0.02408,0.01731
2004,205,7,-99999,23.374001,0,0.01587
2004,205,8,21.26,17.591999,0.0163,0.08887
2004,205,9,18.360001,23.573999,0.03554,0.01871
2004,205,10,18.049999,23.868,0.06431,0.01653
2004,205,11,18.257,22.895,0.01942,0.01543
2004,205,12,23.888,24.504,0.01769,0.00908
2004,205,13,18.125999,24.249001,0.02201,0.00499
2004,205,14,17.783001,23.596001,0.01331,0.0153
2004,205,15,22.27,17.992001,0.01307,0.02339
2004,205,16,17.837999,23.733999,0.02597,0.01518
2004,205,17,17.299,-99999,0.01548,0
2004,205,18,17.759001,24.709,0.01546,0.01595
2004,205,19,17.872,24.525,0.03603,0.01605
2004,205,20,17.966,24.739,0.03748,0.01921
2004,205,1,18.403,24.295,0.03615,0.01691
2004,205,2,17.614,24.82,0.03283,0.01865
2004,205,3,17.826,23.934999,0.04702,0.01485
2004,205,4,18.370001,24.372,0.04334,0.01233
2004,205,5,-99999,-99999,0,0
2004,205,6,18.23,23.614,0.02734,0.01704
2004,205,7,-99999,23.329,0,0.01261
2004,205,8,21.221001,17.544001,0.0201,0.07154
2004,205,9,18.375999,23.521,0.0711,0.01596
2004,205,10,18.07,23.816,0.04973,0.01492
2004,205,11,18.202,22.841999,0.04178,0.01531
2004,205,12,23.833,24.478001,0.01456,0.00782
2004,205,13,18.077,24.24,0.02685,0.00469
2004,205,14,17.746,23.547001,0.01479,0.01518
2004,205,15,22.232,17.92,0.01057,0.03863
2004,205,16,17.782,23.684,0.01784,0.0148
2004,205,17,17.274,-99999,0.01691,0
2004,205,18,17.750999,24.658001,0.01438,0.01434
2004,205,19,17.819,24.469,0.03056,0.01598
2004,205,20,17.893999,24.684,0.05552,0.01468
2004,205,1,18.273001,24.236,0.06976,0.01669
2004,205,2,17.621,24.761999,0.0395,0.0167
2004,205,3,17.721001,23.885,0.057,0.01511
2004,205,4,18.202999,24.330999,0.06098,0.01227
2004,205,5,-99999,-99999,0,0
2004,205,6,18.339001,23.558001,0.03262,0.0164
2004,205,7,-99999,23.288,0,0.01181
2004,205,8,21.138,17.611,0.02177,0.03727
2004,205,9,18.215,23.464001,0.05267,0.01623
2004,205,10,17.999001,23.766001,0.08355,0.015
2004,205,11,18.131001,22.789,0.02724,0.01528
2004,205,12,23.785,24.452,0.01493,0.00867
2004,205,13,18.034,24.231001,0.02279,0.00521
2004,205,14,17.684999,23.497,0.01846,0.01448
2004,205,15,22.191999,17.809999,0.01438,0.02313
2004,205,16,17.725,23.632999,0.02415,0.0151
2004,205,17,17.23,-99999,0.05143,0
2004,205,18,17.704,24.607,0.02491,0.01488
2004,205,19,17.766001,24.413,0.03283,0.01565
2004,205,20,17.723,24.632999,0.052,0.01442
2004,205,1,18.23,24.177999,0.03955,0.01613
2004,205,2,17.534,24.712999,0.0573,0.01424
2004,205,3,17.669001,23.843,0.02641,0.01187
2004,205,4,18.201,24.292,0.05285,0.01216
2004,205,5,-99999,-99999,0,0
2004,205,6,18.274,23.504,0.03554,0.01664
2004,205,7,-99999,23.252001,0,0.01147
2004,205,8,21.108,17.527,0.00945,0.06491
2004,205,9,18.209999,23.414,0.07665,0.01513
2004,205,10,17.93,23.718,0.06466,0.01412
2004,205,11,18.075001,22.738001,0.02389,0.01394
2004,205,12,23.743999,24.427999,0.01079,0.00839
2004,205,13,18.011,24.23,0.02587,0.00514
2004,205,14,17.635,23.450001,0.02196,0.01436
2004,205,15,22.145,17.737,0.01422,0.04807
2004,205,16,17.698999,23.584,0.02646,0.01486
2004,205,17,17.104,-99999,0.02516,0
2004,205,18,17.653999,24.563,0.02104,0.01365
2004,205,19,17.722,24.363001,0.02346,0.01486
2004,205,20,17.726999,24.591999,0.07196,0.01026
2004,205,1,18.191,24.121,0.04558,0.01727
2004,205,2,17.393999,24.653999,0.08669,0.01644
2004,205,3,17.622,23.796,0.05615,0.01807
2004,205,4,18.195,24.252001,0.0481,0.01303
2004,205,5,-99999,-99999,0,0
2004,205,6,18.098,23.448,0.06374,0.01611
2004,205,7,-99999,23.209,0,0.01442
2004,205,8,21.034,17.389,0.02724,0.12118
2004,205,9,18.09,23.358,0.04504,0.01714
2004,205,10,17.774,23.667999,0.07199,0.01555
2004,205,11,18.037001,22.688999,0.02609,0.01631
2004,205,12,23.697001,24.400999,0.01909,0.00937
2004,205,13,17.950001,24.225,0.05157,0.0066
2004,205,14,17.584,23.402,0.01703,0.01472
2004,205,15,22.101,17.684,0.0141,0.05801
2004,205,16,17.634001,23.538,0.01496,0.01354
2004,205,17,17.129,-99999,0.04222,0
2004,205,18,17.667999,24.516001,0.0177,0.01558
2004,205,19,17.672001,24.313,0.03105,0.015
2004,205,20,17.664,24.542999,0.0299,0.0181
2004,205,1,18.118,24.065001,0.04827,0.017
2004,205,2,17.367001,24.601999,0.05917,0.01576
2004,205,3,17.549,23.745001,0.04635,0.01305
2004,205,4,18.139999,24.211,0.05193,0.012
2004,205,5,-99999,-99999,0,0
2004,205,6,18.018,23.393999,0.02875,0.01598
2004,205,7,-99999,23.167999,0,0.01261
2004,205,8,20.978001,17.353001,0.0068,0.09401
2004,205,9,18.128,23.306,0.05364,0.0169
2004,205,10,17.877001,23.618999,0.0642,0.0147
2004,205,11,17.943001,22.645,0.09201,0.01198
2004,205,12,23.646,24.375,0.01365,0.00837
2004,205,13,17.933001,24.216,0.03459,0.00452
2004,205,14,17.58,23.356001,0.01773,0.01383
2004,205,15,22.056999,17.646999,0.01125,0.06458
2004,205,16,17.67,23.490999,0.03361,0.0138
2004,205,17,17.136,-99999,0.01979,0
2004,205,18,17.684999,24.468,0.03269,0.01409
2004,205,19,17.657,24.266001,0.04049,0.01419
2004,205,20,17.691999,24.49,0.05764,0.01465
2004,205,1,18.129999,24.009001,0.03242,0.01602
2004,205,2,17.438999,24.545,0.04813,0.01629
2004,205,3,17.617001,23.698,0.06153,0.0136
2004,205,4,18.207001,24.172001,0.03769,0.01135
2004,205,5,-99999,-99999,0,0
2004,205,6,17.997999,23.341999,0.0196,0.01603
2004,205,7,-99999,23.129,0,0.01322
2004,205,8,20.972,17.507,0.00853,0.04389
2004,205,9,18.179001,23.249001,0.0724,0.01752
2004,205,10,17.851,23.573,0.05319,0.01377
2004,205,11,17.971001,22.606001,0.01792,0.01407
2004,205,12,23.601999,24.349001,0.01292,0.00846
2004,205,13,17.986,24.205999,0.02617,0.00558
2004,205,14,17.597,23.308001,0.01821,0.01453
2004,205,15,22.02,17.728001,0.01255,0.04114
2004,205,16,17.663,23.445999,0.01909,0.01347
2004,205,17,17.153999,-99999,0.03383,0
2004,205,18,17.721001,24.424,0.02687,0.01268
2004,205,19,17.701,24.222,0.03453,0.01256
2004,205,20,17.785999,24.443001,0.06214,0.01352
2004,205,1,18.228001,23.959,0.04753,0.01446
2004,205,2,17.393,24.499001,0.0382,0.01135
2004,205,3,17.664,23.663,0.04958,0.00915
2004,205,4,18.211,24.139,0.05048,0.01078
2004,205,5,-99999,-99999,0,0
2004,205,6,17.969999,23.292999,0.02786,0.01346
2004,205,7,-99999,23.096001,0,0.00734
2004,205,8,20.951,17.409,0.00713,0.06231
2004,205,9,18.242001,23.205999,0.03913,0.00947
2004,205,10,17.792999,23.531,0.04037,0.01184
2004,205,11,17.990999,22.559999,0.00872,0.01267
2004,205,12,23.569,24.326,0.00791,0.0075
2004,205,13,17.937,24.200001,0.02861,0.00413
2004,205,14,17.59,23.266001,0.01437,0.0105
2004,205,15,21.987,17.768999,0.00906,0.0275
2004,205,16,17.648001,23.405001,0.02158,0.01191
2004,205,17,17.176001,-99999,0.02226,0
2004,205,18,17.624001,24.382999,0.01902,0.01207
2004,205,19,17.698,24.181,0.02555,0.01356
2004,205,20,17.743,24.405001,0.04845,0.01026
2004,205,1,18.200001,23.912001,0.04351,0.01292
2004,205,2,17.375,24.455999,0.05293,0.01466
2004,205,3,17.672001,23.621,0.04212,0.01558
2004,205,4,18.208,24.101999,0.03966,0.01114
2004,205,5,-99999,-99999,0,0
2004,205,6,17.966999,23.243999,0.02722,0.01447
2004,205,7,-99999,23.063,0,0.01296
2004,205,8,20.907,17.431,0.01935,0.0783
2004,205,9,18.17,23.167999,0.04057,0.01249
2004,205,10,17.806999,23.488001,0.06298,0.0161
2004,205,11,18.013,22.518999,0.01875,0.01127
2004,205,12,23.525999,24.299,0.01937,0.01034
2004,205,13,17.941999,24.188,0.02803,0.00744
2004,205,14,17.584,23.224001,0.02247,0.01369
2004,205,15,21.957001,17.681999,0.01122,0.0741
2004,205,16,17.655001,23.363001,0.02398,0.01306
2004,205,17,17.143,-99999,0.02025,0
2004,205,18,17.608999,24.337999,0.01456,0.0162
2004,205,19,17.645,24.135,0.03414,0.01593
2004,205,20,17.792999,24.358,0.02926,0.0196
2004,205,1,18.139999,23.870001,0.0291,0.01404
2004,205,2,17.382999,24.407,0.04433,0.01507
2004,205,3,17.639999,23.577,0.0336,0.01362
2004,205,4,18.169001,24.063999,0.04048,0.01252
2004,205,5,-99999,-99999,0,0
2004,205,6,18.000999,23.201,0.04296,0.01412
2004,205,7,-99999,23.033001,0,0.01072
2004,205,8,20.896,17.476,0.00916,0.04976
2004,205,9,18.174,23.129,0.0448,0.01489
2004,205,10,17.966999,23.448,0.08772,0.01186
2004,205,11,17.945999,22.49,0.02909,0.01077
2004,205,12,23.483,24.273001,0.01145,0.00802
2004,205,13,17.868999,24.176001,0.04608,0.0057
2004,205,14,17.575001,23.186001,0.02149,0.01349
2004,205,15,21.927,17.620001,0.01045,0.0483
2004,205,16,17.671,23.325001,0.01467,0.01252
2004,205,17,17.139999,-99999,0.01534,0
2004,205,18,17.625999,24.294001,0.0224,0.01222
2004,205,19,17.622999,24.089001,0.03205,0.01355
2004,205,20,17.823,24.309999,0.03817,0.01295
2004,205,1,18.157,23.825001,0.0556,0.01345
2004,205,2,17.458,24.363001,0.074,0.01362
2004,205,3,17.639999,23.535999,0.03899,0.01269
2004,205,4,18.146,24.028,0.03863,0.01101
2004,205,5,-99999,-99999,0,0
2004,205,6,18.1,23.158001,0.04227,0.01295
2004,205,7,-99999,23.000999,0,0.00915
2004,205,8,20.868,17.533001,0.00861,0.05511
2004,205,9,18.261999,23.087,0.09008,0.01331
2004,205,10,17.978001,23.41,0.05927,0.01167
2004,205,11,17.905001,22.461,0.0695,0.00992
2004,205,12,23.445999,24.249001,0.01181,0.0083
2004,205,13,17.893,24.165001,0.03866,0.00479
2004,205,14,17.599001,23.148001,0.01664,0.01089
2004,205,15,21.900999,17.704,0.00759,0.04139
2004,205,16,17.712999,23.287001,0.0188,0.01088
2004,205,17,17.233999,-99999,0.04634,0
2004,205,18,17.705,24.254999,0.0194,0.0129
2004,205,19,17.708,24.044001,0.02811,0.01356
2004,205,20,17.742001,24.268999,0.0365,0.01215
2004,205,1,18.194,23.783001,0.04306,0.01091
2004,205,2,17.552,24.323999,0.04821,0.01072
2004,205,3,17.68,23.506001,0.04934,0.00804
2004,205,4,18.214001,23.996,0.07116,0.00918
2004,205,5,-99999,-99999,0,0
2004,205,6,18.153999,23.118999,0.01859,0.01216
2004,205,7,-99999,22.976999,0,0.00638
2004,205,8,20.874001,17.539,0.00909,0.04928
2004,205,9,18.287001,23.052999,0.07294,0.00764
2004,205,10,17.903,23.375999,0.07543,0.01022
2004,205,11,17.952,22.429001,0.06022,0.00796
2004,205,12,23.416,24.225,0.00786,0.00791
2004,205,13,17.940001,24.160999,0.03368,0.00491
2004,205,14,17.618,23.115,0.01122,0.00877
2004,205,15,21.877001,17.759001,0.00821,0.04425
2004,205,16,17.709,23.250999,0.01973,0.01115
2004,205,17,17.191,-99999,0.01622,0
2004,205,18,17.681,24.219,0.01969,0.01074
2004,205,19,17.694,24.003,0.03835,0.01243
2004,205,20,17.688,24.237,0.02293,0.00899
2004,205,1,18.152,23.747999,0.06867,0.01095
2004,205,2,17.556,24.285,0.05504,0.01243
2004,205,3,17.688,23.469,0.05643,0.01496
2004,205,4,18.232,23.961,0.04747,0.01116
2004,205,5,-99999,-99999,0,0
2004,205,6,18.149,23.080999,0.02838,0.01221
2004,205,7,-99999,22.950001,0,0.01195
2004,205,8,20.855,17.555,0.01259,0.03451
2004,205,9,18.195,23.023001,0.05644,0.01113
2004,205,10,18.02,23.34,0.0884,0.01199
2004,205,11,17.992001,22.408001,0.04386,0.00604
2004,205,12,23.382,24.202,0.01524,0.0087
2004,205,13,17.940001,24.15,0.04474,0.00755
2004,205,14,17.659,23.083,0.02831,0.01024
2004,205,15,21.854,17.763,0.0062,0.05865
2004,205,16,17.805,23.215,0.01837,0.01022
2004,205,17,17.271999,-99999,0.03617,0
2004,205,18,17.792,24.181999,0.04211,0.0135
2004,205,19,17.806999,23.968,0.06672,0.01138
2004,205,20,17.735001,24.202999,0.02681,0.01535
2004,205,1,18.097,23.711,0.05352,0.01074
2004,205,2,17.483,24.243999,0.06781,0.01159
2004,205,3,17.636999,23.43,0.04841,0.01067
2004,205,4,18.198,23.929001,0.04831,0.00971
2004,205,5,-99999,-99999,0,0
2004,205,6,18.135,23.042,0.03208,0.01157
2004,205,7,-99999,22.919001,0,0.00935
2004,205,8,20.820999,17.521999,0.01585,0.04455
2004,205,9,18.188,22.988001,0.05288,0.01079
2004,205,10,18.018999,23.304001,0.08586,0.01088
2004,205,11,17.972,22.396,0.0679,0.00568
2004,205,12,23.341,24.176001,0.01198,0.00854
2004,205,13,17.927999,24.136999,0.0415,0.00607
2004,205,14,17.676001,23.051001,0.02207,0.01024
2004,205,15,21.833,17.74,0.00714,0.04126
2004,205,16,17.790001,23.181999,0.027,0.01045
2004,205,17,17.33,-99999,0.0506,0
2004,205,18,17.829,24.143,0.01769,0.01096
2004,205,19,17.759001,23.934,0.04022,0.01134
2004,205,20,17.673,24.163,0.02461,0.01123
2004,205,1,18.18,23.674999,0.06497,0.01152
2004,205,2,17.552,24.205999,0.0947,0.01272
2004,205,3,17.687,23.395,0.05508,0.01163
2004,205,4,18.198999,23.896999,0.06868,0.0106
2004,205,5,-99999,-99999,0,0
2004,205,6,18.132,23.004999,0.02381,0.01223
2004,205,7,-99999,22.892,0,0.00923
2004,205,8,20.806,17.59,0.02625,0.0835
2004,205,9,18.261,22.957001,0.08536,0.01206
2004,205,10,18.118999,23.271,0.1054,0.00872
2004,205,11,18.046,22.385,0.09057,0.00463
2004,205,12,23.306999,24.152,0.01052,0.00775
2004,205,13,17.91,24.122999,0.05511,0.00451
2004,205,14,17.774,23.02,0.06318,0.00868
2004,205,15,21.816,17.830999,0.00535,0.0332
2004,205,16,17.813,23.15,0.07433,0.01037
2004,205,17,17.457001,-99999,0.06404,0
2004,205,18,17.881001,24.107,0.03777,0.01136
2004,205,19,17.836,23.902,0.05674,0.01019
2004,205,20,17.796,24.131001,0.09199,0.01123
2004,205,1,18.568001,23.645,0.20807,0.00695
2004,205,2,17.958,24.165001,0.16773,0.01103
2004,205,3,18.059999,23.368,0.1811,0.0067
2004,205,4,18.576,23.868,0.18201,0.00866
2004,205,5,-99999,-99999,0,0
2004,205,6,18.43,22.969,0.14636,0.01094
2004,205,7,-99999,22.874001,0,0.00566
2004,205,8,20.958,18.047001,0.065,0.16453
2004,205,9,18.688,22.91,0.17081,0.01655
2004,205,10,18.584999,23.243,0.17571,0.00894
2004,205,11,18.584,22.393,0.17286,0.00859
2004,205,12,23.281,24.129,0.0081,0.00815
2004,205,13,18.34,24.113001,0.1914,0.00543
2004,205,14,18.268999,22.988001,0.1962,0.00912
2004,205,15,21.818001,18.173,0.00851,0.1978
2004,205,16,18.259001,23.120001,0.19719,0.0076
2004,205,17,17.910999,-99999,0.17613,0
2004,205,18,18.267,24.075001,0.16616,0.01001
2004,205,19,18.313999,23.871,0.22853,0.01053
2004,205,20,18.355,24.105,0.23237,0.00775
2004,205,1,19.289,23.632,0.18396,0.00467
2004,205,2,18.663,24.124001,0.27024,0.0128
2004,205,3,18.738001,23.334,0.2047,0.01113
2004,205,4,19.256001,23.837,0.20198,0.00918
2004,205,5,-99999,-99999,0,0
2004,205,6,18.974001,22.937,0.1704,0.00797
2004,205,7,-99999,22.851999,0,0.00731
2004,205,8,21.225,18.667999,0.0913,0.21868
2004,205,9,19.261999,22.844,0.14394,0.02377
2004,205,10,19.221001,23.219999,0.22094,0.00625
2004,205,11,19.407,22.441,0.31297,0.02131
2004,205,12,23.250999,24.101,0.0082,0.00873
2004,205,13,19.049,24.094999,0.24014,0.00783
2004,205,14,19.113001,22.962,0.3431,0.00768
2004,205,15,21.864,18.916,0.01911,0.23144
2004,205,16,19.028,23.105,0.24468,0.00546
2004,205,17,18.615,-99999,0.26987,0
2004,205,18,18.916,24.038,0.22435,0.01112
2004,205,19,18.99,23.843,0.1895,0.00829
2004,205,20,19.1,24.073,0.24213,0.01006
2004,205,1,19.85,23.632,0.17619,0.00454
2004,205,2,19.827999,24.09,0.41258,0.00949
2004,205,3,19.598,23.305,0.31509,0.00759
2004,205,4,20.087,23.813999,0.2788,0.00777
2004,205,5,-99999,-99999,0,0
2004,205,6,19.688,22.923,0.25662,0.00471
2004,205,7,-99999,22.836,0,0.00614
2004,205,8,21.613001,19.798,0.128,0.41697
2004,205,9,20.033001,22.766001,0.30004,0.02087
2004,205,10,20.174,23.211,0.34256,0.00775
2004,205,11,20.714001,22.534,0.39892,0.03577
2004,205,12,23.233,24.070999,0.00542,0.00947
2004,205,13,20.143999,24.073,0.37757,0.00827
2004,205,14,20.523001,22.941999,0.44028,0.00608
2004,205,15,21.948999,19.851999,0.03076,0.29547
2004,205,16,20.047001,23.108,0.35736,0.00603
2004,205,17,19.858999,-99999,0.43084,0
2004,205,18,19.938999,24.004,0.35803,0.00996
2004,205,19,19.972,23.820999,0.35737,0.00716
2004,205,20,20.197001,24.052999,0.36467,0.00531
2004,205,1,20.747,23.655001,0.29292,0.01108
2004,205,2,21.277,24.077,0.38228,0.0047
2004,205,3,20.858,23.288,0.40352,0.00652
2004,205,4,21.181,23.796,0.323,0.00749
2004,205,5,-99999,-99999,0,0
2004,205,6,20.753,22.923,0.34462,0.00582
2004,205,7,-99999,22.830999,0,0.00419
2004,205,8,22.09,21.205999,0.14288,0.3904
2004,205,9,21.160999,22.700001,0.33035,0.01742
2004,205,10,21.403,23.226,0.34501,0.00857
2004,205,11,22.07,22.677,0.3621,0.0484
2004,205,12,23.233999,24.044001,0.00585,0.00796
2004,205,13,21.455,24.049,0.37171,0.00695
2004,205,14,21.952,22.940001,0.36383,0.00561
