"month","type","(Intercept)","temptreat0","SE","t","nsites"
"07","air",26.2214181928185,0.416829970680321,NA,NA,NA
"07","air",21.7219810393386,0.578720832077836,NA,NA,NA
"07","air",21.0115158515323,0.604283545218069,NA,NA,NA
"07","air",25.9497639700589,0.426604156789536,NA,NA,NA
"08","soil",20.7829346807805,-0.1946107102134,0.108635927571536,-1.79140284953383,5
"08","soil",24.1967457490681,-0.456665517710334,NA,NA,NA
"08","soil",19.3671635828717,-0.0859316957334663,NA,NA,NA
"08","soil",17.9165637572084,0.025420880746391,NA,NA,NA
"08","soil",18.7642062524635,-0.0396468065031251,NA,NA,NA
"08","soil",23.6699940611389,-0.416230411778065,NA,NA,NA
"08","air",22.1378257113615,0.610130654555605,0.0888717083443235,6.8652967960481,4
"08","air",24.7319550601135,0.616273923397059,NA,NA,NA
"08","air",20.2680239988647,0.605702697019252,NA,NA,NA
"08","air",19.1990754553316,0.603171274180309,NA,NA,NA
"08","air",24.3522483311125,0.615374723625743,NA,NA,NA
"09","soil",18.191752721082,-0.360720605683925,0.109972916258197,-3.28008584256344,5
"09","soil",21.5645691045557,-0.572535208253958,NA,NA,NA
"09","soil",16.3010046447268,-0.241980654610526,NA,NA,NA
"09","soil",15.8267573608428,-0.212197681411034,NA,NA,NA
"09","soil",15.6817410565898,-0.203090582962976,NA,NA,NA
"09","soil",21.5846914395793,-0.573798901236683,NA,NA,NA
"09","air",18.7989247333458,0.440719467669081,0.121552497528449,3.62575411143595,4
"09","air",21.5488850030253,0.421447376274143,NA,NA,NA
"09","air",16.1436695465499,0.459327853106874,NA,NA,NA
"09","air",15.8495402025054,0.46138915110556,NA,NA,NA
"09","air",21.6536041806755,0.420713490194141,NA,NA,NA
"10","soil",13.0166093051417,-0.384935873663544,0.104811674085167,-3.67264311941774,5
"10","soil",16.1266665606801,-0.570198392233171,NA,NA,NA
"10","soil",11.1794642730649,-0.275499266020993,NA,NA,NA
"10","soil",11.6550531088825,-0.303829543661464,NA,NA,NA
"10","soil",9.95493058654083,-0.202555208661665,NA,NA,NA
"10","soil",16.1669319970913,-0.572596957773258,NA,NA,NA
"10","air",12.3998351598732,0.447492860509886,0.143248605127402,3.12388982853896,4
"10","air",15.2403046435145,0.526978195106917,NA,NA,NA
"10","air",9.15169700620837,0.356599665054582,NA,NA,NA
"10","air",9.94865221223603,0.378900996427714,NA,NA,NA
"10","air",15.2586867775359,0.527492585450383,NA,NA,NA
"11","soil",8.11321015053948,-0.290768281474586,0.255483535801391,-1.13810966551138,5
"11","soil",10.6056614479149,-0.0681838671146907,NA,NA,NA
"11","soil",6.0883944195212,0.135718743387927,NA,NA,NA
"11","soil",6.08757972581573,0.00609113483912577,NA,NA,NA
"11","soil",6.09797566614728,-0.228784704373964,NA,NA,NA
"11","soil",11.6864394929776,-1.29868271406986,NA,NA,NA
"11","air",6.95526671116427,0.629625431325126,0.144604202861123,4.35412954027217,4
"11","air",9.5323490664133,0.581715629376242,NA,NA,NA
"11","air",5.00235938177952,0.66593137365746,NA,NA,NA
"11","air",3.50942683925096,0.693686056114504,NA,NA,NA
"11","air",9.77693155740022,0.577168666148823,NA,NA,NA
"12","soil",4.82851285927615,-0.441178101323461,0.1988912213267,-2.21818790382296,5
"12","soil",7.68282870763258,-0.375057756630219,NA,NA,NA
"12","soil",2.40258392046179,-0.171473292054957,NA,NA,NA
"12","soil",2.61572875565063,-0.269604217170812,NA,NA,NA
"12","soil",2.79708816285225,-0.261113727870451,NA,NA,NA
"12","soil",8.64433474954159,-1.12864151286556,NA,NA,NA
"12","air",2.61527737979063,-0.0802474970399328,0.184806708587836,-0.434223939450729,4
"12","air",6.22208183073133,0.0319847624033345,NA,NA,NA
"12","air",-2.01671086301102,-0.224380208772806,NA,NA,NA
"12","air",-0.62494520840991,-0.181072897229847,NA,NA,NA
"12","air",6.88068375997602,0.0524783554434418,NA,NA,NA
