"plot","year","site","exp_startyear","event","genus","species","doy","year.num","meltdate"
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",186,4,135
"10",1995,"dunne",1991,"ffd","Potentilla","hippiana",256,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",172,4,135
"10",1995,"dunne",1991,"ffd","Potentilla","hippiana",234,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",172,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",274,4,135
"10",1995,"dunne",1991,"ffd","Potentilla","hippiana",214,4,135
"10",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",242,4,135
"10",1995,"dunne",1991,"ffrd","Delphinium","nuttallianum",186,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",186,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",274,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",179,4,135
"10",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",256,4,135
"10",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",172,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",179,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",234,4,135
"10",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",186,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",193,4,135
"10",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",221,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",200,4,135
"10",1995,"dunne",1991,"ffrd","Mertensiana","fusiformis",172,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",172,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",242,4,135
"10",1995,"dunne",1991,"ffrd","Artemisia","tridentata",270,4,135
"10",1995,"dunne",1991,"ffrd","Artemisia","tridentata",256,4,135
"10",1995,"dunne",1991,"ffd","Helianthella","quinquenervis",207,4,135
"10",1995,"dunne",1991,"ffd","Potentilla","hippiana",263,4,135
"10",1995,"dunne",1991,"ffd","Potentilla","hippiana",242,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",249,4,135
"10",1995,"dunne",1991,"ffd","Artemisia","tridentata",274,4,135
"10",1995,"dunne",1991,"ffd","Mertensiana","fusiformis",172,4,135
"10",1995,"dunne",1991,"ffd","Delphinium","nuttallianum",200,4,135
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",227,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",214,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",191,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",219,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",183,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",238,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",226,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",200,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",231,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",225,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",220,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",238,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",155,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",170,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",218,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",211,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",171,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",178,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",234,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",238,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",214,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",241,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",144,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",239,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",163,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffrd","Erigeron","speciosus",218,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",203,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",211,5,119
"10",1996,"dunne",1991,"ffrd","Erigeron","speciosus",220,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",213,5,119
"10",1996,"dunne",1991,"ffrd","Erigeron","speciosus",220,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",234,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",225,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",213,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",210,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",217,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",231,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",142,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",245,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",178,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",224,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",144,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",232,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",225,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",183,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",238,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",226,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",178,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",178,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",238,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",161,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",227,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",219,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",247,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",226,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",192,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",234,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",163,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",214,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",157,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",214,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",144,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",225,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffrd","Helianthella","quinquenervis",206,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",227,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",232,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",197,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",214,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",192,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",241,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",238,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",214,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",227,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",163,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",203,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",190,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",217,5,119
"10",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",176,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",234,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",232,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",220,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",245,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",227,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",192,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",219,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",142,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",191,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",197,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",206,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",191,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",200,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",197,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",219,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",155,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",238,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",164,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",168,5,119
"10",1996,"dunne",1991,"ffrd","Helianthella","quinquenervis",206,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",192,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",238,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",241,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",233,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",155,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",213,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",170,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",178,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",186,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",238,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",227,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",191,5,119
"10",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",178,5,119
"10",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",218,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",157,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffrd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",203,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",206,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",226,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",177,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",192,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",157,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",206,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",197,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",224,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",164,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",184,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",148,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",157,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",197,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",203,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",220,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",226,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",218,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",240,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",238,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",144,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",219,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",177,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",234,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",231,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",155,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",214,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",184,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",241,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",197,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",217,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",227,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",150,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",224,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",197,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",170,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",164,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",227,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",232,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",211,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",231,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",191,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",220,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",232,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",238,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",192,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",177,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",227,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",219,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",227,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",162,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",164,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",150,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",142,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",171,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",231,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",178,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",225,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",219,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",234,5,119
"10",1996,"dunne",1991,"ffrd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",186,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",157,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",203,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",163,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",200,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",206,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",190,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",163,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",214,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",196,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",192,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",231,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",157,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",151,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",175,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",197,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",234,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",213,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",226,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",241,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",224,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",200,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",239,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",178,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",238,5,119
"10",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",176,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",214,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",232,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",133,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",227,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",137,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",200,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",219,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",225,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",227,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",219,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",206,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",218,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",214,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",247,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",171,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",157,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",218,5,119
"10",1996,"dunne",1991,"ffrd","Delphinium","nuttallianum",155,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",191,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",196,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",246,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",186,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",246,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",169,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",231,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",186,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",213,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",238,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",241,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",157,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",144,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",177,5,119
"10",1996,"dunne",1991,"ffd","Artemisia","tridentata",233,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",219,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",219,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",148,5,119
"10",1996,"dunne",1991,"ffd","Helianthella","quinquenervis",200,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",225,5,119
"10",1996,"dunne",1991,"ffd","Festuca","thurberi",203,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",178,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",218,5,119
"10",1996,"dunne",1991,"ffrd","Mertensiana","fusiformis",158,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",227,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",200,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",184,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",150,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",225,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",226,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",186,5,119
"10",1996,"dunne",1991,"ffd","Erigeron","speciosus",217,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",155,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",171,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",211,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",192,5,119
"10",1996,"dunne",1991,"ffd","Delphinium","nuttallianum",163,5,119
"10",1996,"dunne",1991,"ffd","Mertensiana","fusiformis",161,5,119
"10",1996,"dunne",1991,"ffd","Eriogonum","subalpinum",177,5,119
"10",1997,"dunne",1991,"ffd","Delphinium","nuttallianum",169,6,110
"10",1997,"dunne",1991,"ffd","Artemisia","tridentata",247,6,110
"10",1997,"dunne",1991,"ffd","Lathyrus","lanszwertii",176,6,110
"10",1997,"dunne",1991,"ffd","Helianthella","quinquenervis",198,6,110
"10",1997,"dunne",1991,"ffd","Eriogonum","umbellatum",204,6,110
"10",1997,"dunne",1991,"ffd","Erigeron","speciosus",219,6,110
"10",1997,"dunne",1991,"ffd","Artemisia","tridentata",246,6,110
"10",1997,"dunne",1991,"ffd","Lathyrus","lanszwertii",162,6,110
"10",1997,"dunne",1991,"ffd","Artemisia","tridentata",254,6,110
"10",1997,"dunne",1991,"ffd","Erigeron","speciosus",254,6,110
"10",1997,"dunne",1991,"ffd","Delphinium","nuttallianum",177,6,110
