Site,Tag,Species,SeedOrigin,Chamber,ChSide,ChRow,ChCol,GermDate,SpringSeeder,CensInDate,DatePlanted,DeathDate,PossibleDeathDate,CensorDate,Path_Harvest,MIA,Status,Phen_04.15.10,Phen_04.21.10,Phen_04.30.10,Phen_05.17.10,Phen_05.24.10,Phen_06.16.10,Phen_07.07.10,Phen_08.02.10,Phen_04.20.11,Phen_05.05.11,Phen_05.26.11,Phen_06.13.11,Phen_07.26.11,Phen_02.27.12,Phen_03.07.12,Phen_03.15.12,Phen_03.21.12,Phen_03.26.12,Phen_04.03.12,Phen_04.12.12,Phen_04.17.12,Phen_05.04.12,Phen_05.09.12,Phen_05.31.12,Phen_07.16.12,Phen_08.13.12,Phen_05.13.14
HF,2273,acru,MA_Worcester_Natural,G08_3,1,26,5,5/17/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,4,4,5,5,6,2,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2612,beun,MA_Worcester_Natural,G08_3,1,26,5,7/7/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8503,list,GA_NA_Planted_B,G08_3,1,29,6,8/13/2012,NA,NA,5/16/2011,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
HF,2233,beun,MA_Worcester_Natural,G08_3,2,1,8,5/17/2010,NA,NA,NA,6/16/2010,NA,NA,NA,NA,0,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3103,bepa,MA_Worcester_Natural,G08_3,2,1,12,7/7/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,3,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8039,pist,NC_NA_Planted_A,G08_3,2,2,12,7/16/2012,NA,NA,5/16/2011,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
HF,8048,pist,NC_NA_Planted_A,G08_3,2,2,12,7/16/2012,NA,NA,5/16/2011,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
HF,2252,quru,NC_Orange_Planted_A,G08_3,2,4,11,5/17/2010,NA,NA,10/26/2009,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8290,list,GA_NA_Planted_B,G08_3,2,4,11,5/4/2012,NA,NA,5/16/2011,NA,NA,NA,NA,5/31/2012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
HF,3155,bepa,MA_Worcester_Natural,G08_3,2,5,9,6/16/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,4,5,6,3,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3101,litu,KY_NA_Planted_B,G08_3,2,5,12,6/16/2010,NA,NA,3/17/2010,NA,NA,8/13/2012,NA,NA,0,NA,NA,NA,NA,NA,2,5,5,2,4,5,6,6,NA,1,1,1,2,1,2,4,5,5,6,6,6,NA
HF,9886,piun,MA_Worcester_Natural,G08_3,2,7,9,8/2/2010,NA,NA,NA,9/1/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3887,beun,MA_Worcester_Natural,G08_3,2,7,10,10/3/2011,NA,NA,NA,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,5,3,5,5,5,6,NA,NA
HF,8036,pist,NC_NA_Planted_A,G08_3,2,7,13,7/16/2012,NA,NA,5/16/2011,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
HF,2655,beun,MA_Worcester_Natural,G08_3,2,10,13,7/7/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,2,6,2,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2673,bepa,MA_Worcester_Natural,G08_3,2,10,14,7/7/2010,NA,NA,NA,NA,NA,7/16/2012,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,2,5,6,6,6,NA,2,2,2,3,3,3,5,5,6,6,6,NA,NA
HF,10439,pire,MA_Worcester_Natural,G08_3,2,11,11,7/27/2009,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,4,3,4,5,5,5,5,6,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10500,pire,MA_Worcester_Natural,G08_3,2,11,12,7/27/2009,NA,NA,NA,10/3/2011,NA,NA,NA,NA,0,4,3,4,5,5,5,5,3,2,2,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2830,list,GA_NA_Planted_A,G08_3,2,12,10,7/27/2009,NA,NA,6/17/2009,9/28/2009,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,4113,pire,MN_NA_Planted_A,G08_3,2,12,10,10/2/2012,NA,NA,6/5/2012,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2685,bepa,MA_Worcester_Natural,G08_3,2,12,13,7/7/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,3,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2628,bepa,MA_Worcester_Natural,G08_3,2,12,14,7/7/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,3,5,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8113,acru,MA_Worcester_Natural,G08_3,2,13,9,5/31/2012,-1,NA,NA,NA,NA,7/16/2012,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
HF,2292,qual,MA_Worcester_Natural,G08_3,2,13,10,5/17/2010,NA,NA,NA,NA,NA,8/13/2012,NA,NA,0,NA,NA,NA,5,5,5,5,6,2,4,5,6,6,NA,1,1,1,2,2,3,4,4,6,6,6,6,NA
HF,3121,piun,MA_Worcester_Natural,G08_3,2,13,11,6/16/2010,NA,NA,NA,NA,NA,NA,NA,4/20/2011,0,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9900,beun,MA_Worcester_Natural,G08_3,2,13,12,8/2/2010,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,3,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2652,bepa,MA_Worcester_Natural,G08_3,2,13,13,7/7/2010,NA,NA,NA,NA,NA,9/26/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,3,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9807,bepa,MA_Worcester_Natural,G08_3,2,13,13,8/2/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,84,bepa,MA_Worcester_Natural,G08_3,2,13,14,7/7/2010,NA,NA,NA,NA,NA,7/16/2012,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,3,5,6,3,6,NA,2,2,2,3,3,4,6,6,6,6,6,NA,NA
HF,3117,bepa,MA_Worcester_Natural,G08_3,2,14,10,6/16/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,6,5,6,3,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10441,pire,MA_Worcester_Natural,G08_3,2,14,13,7/27/2009,NA,NA,NA,5/5/2011,NA,NA,NA,NA,0,3,3,3,5,5,5,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,10445,pire,MA_Worcester_Natural,G08_3,2,15,12,7/27/2009,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,3,3,3,5,5,5,5,6,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2752,beun,MA_Worcester_Natural,G08_3,2,15,13,7/7/2010,NA,NA,NA,NA,NA,NA,NA,9/1/2010,0,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,11428,acru,MA_Worcester_Natural,G08_3,2,16,8,NA,-1,4/17/2012,NA,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,6,NA,NA
HF,10750,pire,MA_Worcester_Natural,G08_3,2,16,11,9/28/2009,NA,NA,NA,7/26/2011,NA,NA,NA,NA,0,3,3,3,5,5,5,5,6,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,4145,piun,MA_Worcester_Natural,G08_3,2,16,12,10/2/2012,NA,NA,NA,9/23/2013,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9559,bepa,MA_Worcester_Natural,G08_3,2,16,13,5/17/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,5,5,5,5,6,2,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3162,bepa,MA_Worcester_Natural,G08_3,2,17,12,6/16/2010,NA,NA,NA,NA,NA,7/16/2012,NA,NA,0,NA,NA,NA,NA,NA,5,5,NA,2,5,6,6,6,NA,1,2,2,NA,3,3,4,5,5,6,6,NA,NA
HF,3116,acru,MA_Worcester_Natural,G08_3,2,19,8,6/16/2010,NA,NA,NA,8/2/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9233,beun,MA_Worcester_Natural,G08_3,2,20,11,4/20/2011,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8015,acru,NC_Orange_Planted_B,G08_3,2,21,8,NA,NA,7/16/2012,5/16/2011,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
HF,10448,acru,MA_Worcester_Natural,G08_3,2,21,14,7/27/2009,NA,NA,NA,NA,NA,7/16/2012,NA,NA,0,5,5,5,5,5,5,5,6,2,4,5,5,6,NA,1,1,1,1,1,2,4,5,6,6,NA,NA,NA
HF,10495,pire,MA_Worcester_Natural,G08_3,2,24,11,7/27/2009,NA,NA,NA,10/3/2011,NA,NA,NA,NA,0,5,2,2,5,5,5,5,6,3,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3154,bepa,MA_Worcester_Natural,G08_3,2,27,12,6/16/2010,NA,NA,NA,NA,NA,8/19/2011,NA,NA,0,NA,NA,NA,NA,NA,5,5,6,3,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,2244,qual,NC_Durham_Planted_A,G08_3,2,28,8,5/17/2010,NA,NA,10/1/2009,7/7/2010,NA,NA,NA,NA,0,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3171,bele,MA_Worcester_Natural,G08_3,2,28,12,6/16/2010,NA,NA,NA,NA,NA,8/13/2012,NA,NA,0,NA,NA,NA,NA,NA,4,5,6,2,5,6,6,6,NA,2,2,2,2,2,2,4,5,6,6,6,6,NA
HF,2892,acru,MA_Worcester_Planted_A,G08_3,2,28,13,7/27/2009,NA,NA,6/19/2009,4/15/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,11484,acru,GA_Athens-Clarke_Planted_A,G08_3,2,28,13,NA,NA,4/17/2012,6/17/2010,8/13/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,NA,NA
HF,3167,bepa,MA_Worcester_Natural,G08_3,2,28,14,6/16/2010,NA,NA,NA,NA,NA,7/16/2012,NA,NA,0,NA,NA,NA,NA,NA,5,5,6,3,5,6,6,6,NA,2,2,2,2,2,3,5,5,6,6,6,NA,NA
HF,2824,list,GA_NA_Planted_A,G08_3,2,29,14,7/27/2009,NA,NA,6/17/2009,4/15/2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3130,litu,KY_NA_Planted_A,G08_3,1,1,7,6/16/2010,NA,NA,6/17/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,5,2,5,5,6,6,NA,1,1,1,2,1,3,5,5,5,6,6,6,4
HF,2467,quru,MA_Worcester_Natural,G08_3,1,3,3,6/13/2011,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,1,1,1,1,1,1,4,4,5,6,6,6,2
HF,10767,pire,MA_Worcester_Natural,G08_3,1,6,7,9/28/2009,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,5,5,5,5,6,2,2,3,6,6,NA,2,2,2,2,2,2,2,2,3,4,5,6,2
HF,10763,pire,MA_Worcester_Natural,G08_3,1,7,7,9/28/2009,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,5,5,5,5,6,1,2,3,6,6,NA,2,1,2,2,2,2,2,2,3,4,6,6,2
HF,3105,qual,NC_Durham_Planted_A,G08_3,1,8,4,6/16/2010,NA,NA,10/1/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,5,2,4,6,6,6,NA,1,1,1,1,2,2,4,4,5,6,6,6,2
HF,8829,pire,MA_Worcester_Natural,G08_3,1,8,7,5/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,6,NA,1,1,2,2,2,2,2,3,4,5,6,6,2
HF,4355,litu,KY_NA_Planted_C,G08_3,1,9,7,NA,NA,9/23/2013,5/16/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
HF,3134,qual,NC_Durham_Planted_A,G08_3,1,10,4,6/16/2010,NA,NA,10/1/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,6,2,4,6,6,6,NA,1,1,1,2,2,2,4,4,5,6,6,6,2
HF,8133,acru,NC_Orange_Planted_B,G08_3,1,10,5,5/31/2012,NA,NA,5/16/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5
HF,9,beal,MA_Worcester_Natural,G08_3,1,10,7,10/20/2011,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,4,4,5,5,6,6,6,5
HF,2068,qual,NC_Durham_Planted_A,G08_3,1,11,1,4/15/2010,NA,NA,10/1/2009,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,6,2,4,6,6,6,NA,1,1,1,2,2,2,4,4,5,6,6,6,2
HF,2212,qual,NC_Durham_Planted_A,G08_3,1,13,1,5/17/2010,NA,NA,10/1/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,6,2,4,6,6,6,NA,1,1,1,2,2,3,4,4,6,6,6,6,2
HF,9867,qual,MA_Worcester_Natural,G08_3,1,16,2,8/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,6,6,NA,1,1,1,2,2,3,4,4,6,6,6,6,2
HF,9756,quni,TN_NA_Planted_A,G08_3,1,17,3,9/28/2009,NA,NA,6/30/2009,NA,NA,NA,NA,NA,1,4,5,5,5,4,5,5,6,1,2,4,6,6,NA,1,1,1,1,1,2,4,4,5,6,6,6,1
HF,11447,acru,NC_Orange_Planted_B,G08_3,1,17,6,NA,NA,4/17/2012,5/16/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,6,6,4
HF,2234,litu,KY_NA_Planted_A,G08_3,1,19,2,5/17/2010,NA,NA,6/17/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,5,4,5,5,5,1,4,5,5,6,NA,1,1,1,1,1,2,4,5,5,5,6,6,4
HF,2214,qual,NC_Durham_Planted_A,G08_3,1,19,3,5/17/2010,NA,NA,10/1/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,6,2,4,5,6,6,NA,1,1,1,2,1,2,4,4,5,6,6,6,2
HF,2239,qual,GA_Athens-Clarke_Planted_A,G08_3,1,21,5,5/17/2010,NA,NA,10/26/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,6,2,4,5,6,6,NA,1,1,1,1,1,2,4,4,5,6,6,6,1
HF,3102,litu,KY_NA_Planted_A,G08_3,1,21,7,6/16/2010,NA,NA,6/17/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,4,2,4,6,6,6,NA,1,1,1,2,1,1,4,5,5,6,6,6,2
HF,20,acru,GA_Athens-Clarke_Planted_A,G08_3,1,23,5,7/26/2011,NA,NA,6/17/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,4,1,4,4,4,5,6,6,6,4
HF,2421,quru,MA_Worcester_Planted_A,G08_3,1,24,5,6/13/2011,NA,NA,10/14/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,1,1,1,1,1,2,4,5,5,6,6,6,4
HF,8846,pist,MA_Worcester_Natural,G08_3,1,24,5,5/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,6,NA,1,1,2,2,2,2,3,4,4,5,4,6,2
HF,3139,pist,NC_NA_Planted_B,G08_3,1,24,7,6/16/2010,NA,NA,6/26/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,4,1,3,3,5,6,NA,1,1,1,2,2,2,2,3,4,5,4,6,3
HF,3169,quru,NC_Orange_Planted_A,G08_3,1,25,5,6/16/2010,NA,NA,10/26/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,6,2,4,4,5,6,NA,1,1,1,1,2,2,4,4,5,6,6,6,2
HF,2294,qual,GA_Athens-Clarke_Planted_A,G08_3,1,27,3,5/17/2010,NA,NA,10/26/2009,NA,NA,NA,NA,NA,1,NA,NA,NA,4,5,5,5,5,2,4,6,6,6,NA,1,1,1,1,2,2,4,4,5,6,6,6,1
HF,9830,pire,MA_Worcester_Natural,G08_3,1,27,6,8/2/2010,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,3,3,5,6,NA,1,1,2,2,2,2,2,3,4,5,6,6,2
HF,8086,beal,MA_Worcester_Natural,G08_3,1,29,3,NA,NA,7/16/2012,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5
